order_id,company,account_manager,address,city,state,zip_code,cost,sales
7197e97a,King Group,Dwight Schrute,8488 Harvey Squares,South Peggyhaven,MI,26262,30.7,46.1
7197e9d4,Dunn-Dean,,996 Arthur Manors,New Joseph,NJ,17656,37.5,56.3
7197ea2e,Foster-Jackson,Kevin Malone,901 Gary Tunnel Suite 325,Douglasport,AR,35728,144.9,217.4
7197ea88,Hale-Doyle,Andy Bernard,082 Boyd Ramp,West Christinafort,MS,86195,130,195
7197eaec,Nelson-Ferguson,Stanley Hudson,69848 Heather Estate Apt. 565,Smithstad,FL,90306,82.5,123.8
7197eb46,Johnson Group,Dwight Schrute,55811 Jennifer Vista,Christopherstad,RI,88049,137.4,209.9
7197eb9e,"Owens, Fisher and Campbell",Dwight Schrute,0529 Bishop Loop,Murphyside,NY,55533,157.4,236.1
7197ebf0,Robertson-Scott,Dwight Schrute,936 Bailey Spur Suite 648,Burtonbury,RI,64306,41,61.5
7197ece8,"Evans, Martin and Wang",,591 Holly Expressway,New Samuel,OK,54983,75.3,113
7197edba,Spencer-Munoz,,10183 Carol Walk Suite 664,Joshuaburgh,UT,72108,32.7,49.1
7197ee48,"Bailey, Campbell and Clayton",Kevin Malone,4146 Ronald Expressway Apt. 904,Brownfurt,KY,42571,18.6,27.9
7197eeb6,Zavala-Wells,Ryan Howard,9118 Bowen Skyway,Michaelborough,SC,93468,105,157.5
7197ef1a,"Davis, Howell and Montgomery",Andy Bernard,147 Nichols Cliffs Apt. 642,Olsonfort,UT,28836,100,150
7197ef88,"Gilmore, Douglas and Walsh",Michael Scott,308 Matthews Vista,Port David,NV,84100,54.8,82.2
7197efec,Sandoval-Bell,Dwight Schrute,420 Lee Stravenue Suite 287,Mooreberg,MS,49724,300,450
7197f046,Rubio-Henderson,,8693 Michael Walks,Valeriehaven,MS,64339,126.4,194.6
7197f0a8,Frazier Inc,,4032 Gomez Causeway Suite 984,Loriview,WV,8872,75,112.5
7197f10c,Long Inc,Dwight Schrute,123 Aguilar Island Suite 202,Gateshaven,SD,47002,124.9,187.4
7197f174,Edwards-Rodriguez,Dwight Schrute,312 Robert Trace Apt. 930,Port Austin,GA,91179,97.1,145.7
7197f1d8,Williamson-Pena,,43487 Hunter Shore Apt. 993,South Seanfort,FL,95242,50,75
7197f23a,Morris-Johnson,,42184 Jade Well Apt. 982,Christopherbury,KS,58291,69,103.5
7197f294,"Richardson, Young and Hodges",Dwight Schrute,698 Vang Villages Suite 463,Jonesberg,DE,32422,50,75
7197f2e4,Scott LLC,Ryan Howard,84537 Brenda Burgs Apt. 302,Cassidyburgh,AZ,21275,38.4,57.6
7197f33e,Carter LLC,,5182 Davis Walk Suite 703,Lake Charles,MT,22254,82.5,123.8
7197f398,Hampton PLC,Meredith Palmer,569 Robinson Road,Sheltonchester,ME,19206,72.1,111.9
7197f3e8,Dawson LLC,,991 Christopher Trail Suite 154,Lawrencebury,UT,78224,35,52.5
7197f442,"Ortiz, Williams and Shelton",Michael Scott,44255 Franco Hills,East Carrieville,AK,93870,62.3,93.4
7197f4a6,Kelley-Khan,Stanley Hudson,705 Daniel Knoll Apt. 624,Lake Pamelabury,ME,5507,155.9,233.9
7197f500,Hensley-Calhoun,Dwight Schrute,451 Lee Brooks Suite 213,Robinsonfurt,KS,88772,53,84.5
7197f564,"Smith, Calderon and Campos",Stanley Hudson,0389 Peter Squares,East Arthurshire,KY,43506,255.5,383.3
7197f5b4,Moore-Cruz,Dwight Schrute,0164 Mary Lodge,Lake Lancefort,PA,3523,82.5,123.8
7197f606,Gomez-Henderson,Stanley Hudson,4505 Molly Dam Apt. 751,North Julie,NV,63313,29.9,44.9
7197f654,Salinas-Thompson,Andy Bernard,6561 Tanya Forks,Chloeburgh,MN,60557,8.9,13.4
7197f6b8,"Petty, Oliver and Martinez",Dwight Schrute,381 Stone Track,Michaelhaven,WV,29325,60,90
7197f712,"Reed, Houston and White",Stanley Hudson,8740 Melvin Gardens,Lake Johnberg,MD,77990,75.3,113
7197f828,Evans Group,Stanley Hudson,32979 Jennifer Pike Suite 126,Tapiaview,AZ,27508,113.3,170
7197f8c0,"Lopez, James and Cowan",Dwight Schrute,23566 Rodriguez Pass,Port Patrickview,GA,61182,100,150
7197f924,Ramirez-Thompson,Kevin Malone,578 Leslie Island Apt. 727,Jacksonberg,MT,97541,60,90
7197f974,"Gray, Mccann and Morrison",Dwight Schrute,200 Gibbs Ports Apt. 944,Lake Deanna,VA,62496,236.2,354.3
7197f9cc,Stokes Inc,Meredith Palmer,576 Cole Common Suite 827,East Connie,VT,15998,104.9,157.4
7197fa28,Perez-Baker,Creed Patton,60673 Rivera Neck,Georgemouth,IL,56012,159.9,239.9
7197fa78,Sanchez-Yang,Meredith Palmer,84511 Hector Parkway Suite 025,Lake Melvinhaven,NM,8523,78.7,118.1
7197fad2,Moore Inc,Dwight Schrute,0517 Phillips Trail,Lake Michael,IA,10182,11.3,17
7197fb2c,"Hicks, Dominguez and Charles",Dwight Schrute,63424 Lisa Motorway Suite 702,South Patriciaport,NE,56911,18.6,27.9
7197fb86,Davis PLC,,545 Amber Ports Apt. 502,North Andremouth,AK,88204,94.5,141.8
7197fbe8,Stark-Thomas,Andy Bernard,820 Aguirre Mews,Elizabethstad,CA,18897,35,52.5
7197fc3a,Noble Ltd,Michael Scott,76142 Anderson Lake,Transide,VA,92132,53.8,80.7
7197fc94,Clayton-Carpenter,,822 Michelle Mount Apt. 608,Port Kevin,UT,57668,67.5,101.3
7197fce4,Fields-Curtis,Ryan Howard,056 Williams Harbor Apt. 346,West Emily,ID,33743,155.9,233.9
7197fd34,Powell-Moore,Dwight Schrute,22849 Robinson Orchard,North Reneehaven,MS,10752,30.7,46.1
7197fd8c,Baldwin-Acosta,Andy Bernard,30857 Jefferson Freeway Apt. 848,New Elizabethmouth,NC,48882,42.5,63.8
7197fdde,"Griffin, Weber and Taylor",,5223 Tina Lodge Apt. 933,Jessicamouth,NJ,56107,74.9,112.3
7197fe2e,Wilson Inc,Dwight Schrute,915 White Lodge,New Douglas,WV,49591,127.3,196
7197fe88,Smith Ltd,Stanley Hudson,3172 Patrick Junction,West Timothyport,DE,70929,20,30
7197fed8,Johns and Sons,Creed Patton,4882 Brandon Club,Nelsonbury,IN,79774,132.5,198.8
7197ff34,Fuentes Group,Michael Scott,95757 Dominguez Stream Apt. 589,Davisview,FL,36876,69,103.5
7197fffa,Macdonald-Williams,Dwight Schrute,560 Joseph Crossroad,New Jay,NE,40863,43.4,65.1
7198005e,Fernandez Ltd,Andy Bernard,186 Edgar Road,Sanfordtown,VT,6306,45,67.5
719800c2,"Price, Li and Atkinson",Creed Patton,80645 Miller Views Suite 665,Joelshire,KS,36398,48.4,72.6
7198011c,"Scott, Mitchell and Schwartz",Meredith Palmer,8605 Peter Radial Suite 867,West Michael,MA,72652,11.3,17
71980176,"Jones, Thompson and Lee",,00496 Laura Inlet,West Stephen,AR,34206,21.3,32
719801d0,Anderson Inc,Dwight Schrute,12172 West Isle,North Crystalhaven,PA,36533,76.2,114.3
7198021e,"Morales, Martin and Huff",Stanley Hudson,58474 Wong Place Apt. 300,North Michaelside,NM,79993,82.5,123.8
7198027a,White Group,Meredith Palmer,7682 Saunders Plaza,Fieldsberg,PA,54462,84.9,127.4
719802ca,Spencer-Munoz,Creed Patton,10183 Carol Walk Suite 664,Joshuaburgh,UT,72108,87.4,131.1
7198031a,"Davis, Anderson and Harris",Stanley Hudson,95087 Crystal Ports Apt. 930,Priceview,OK,67658,48,72
71980374,"Day, Gonzalez and Gardner",Creed Patton,96825 Smith Forges Apt. 174,North Aprilmouth,WY,86595,147.5,221.3
719803ba,Jackson-Howard,Ryan Howard,2789 Michael Circle,Lake Mia,KS,5129,33.4,50.1
719807de,Thomas Inc,,9899 Elizabeth Locks,New Leahborough,KS,46014,71.7,107.6
71980858,"Ingram, Washington and Anderson",Dwight Schrute,961 Michael Lake Apt. 492,New Geoffrey,MD,24009,60,90
719808ba,"Martinez, Rodriguez and Hanson",Stanley Hudson,8686 Susan Coves,North Jennifer,ME,73854,65,97.5
7198090a,Silva PLC,Phyllis Vance,49524 Tammy Dale,Griffinbury,CA,77209,54.8,82.2
7198095a,"Christensen, Johnson and Simmons",,81681 Jennifer Extension,Rayville,TN,79214,150,225
719809a8,Hanna-Jacobson,,467 Craig Shores Apt. 652,Port Vincent,MI,32128,69,103.5
71980a06,Wilson Inc,Stanley Hudson,915 White Lodge,New Douglas,WV,49591,70.8,106.2
71980afe,"Webb, Peterson and Mckinney",Michael Scott,1320 Greene Burgs Suite 274,Port Victoria,AR,60084,110.3,165.5
71980b4c,Salinas-Thompson,,6561 Tanya Forks,Chloeburgh,MN,60557,121.5,188.5
71980ba8,"Ibarra, Hernandez and Rodriguez",Stanley Hudson,439 Jasmine Knoll,South Amandaland,SD,97086,65.2,97.8
71980c02,"Swanson, Brown and Mason",Stanley Hudson,366 Marilyn Gateway Apt. 576,Port Krystal,NH,93410,90,135
71980c34,Stanley-Landry,Stanley Hudson,07183 Johnson Plain,Port Mario,SC,11902,101.6,157.4
71980d38,"Hayes, Lynn and Greene",Kevin Malone,932 Charles Stravenue Apt. 851,North Tommy,AR,24413,87.4,131.1
71980d7e,Carpenter-Mitchell,Andy Bernard,3269 Victoria Points,Port Erichaven,RI,27870,78.7,118.1
71980db0,Lee and Sons,Dwight Schrute,19833 Rodriguez Row,Nicoleville,MD,73345,169.2,253.7
71980dec,Harper-Fischer,Andy Bernard,0224 Nelson Wells,Lake Caleb,NJ,60742,46.5,69.7
71980e1e,"Olson, Johnson and Krueger",Stanley Hudson,08642 Kim Square Suite 336,Chandlerstad,AZ,17489,26.4,39.6
7.20E+54,Owens and Sons,Dwight Schrute,0711 William River Suite 176,Theresaside,LA,75018,45,67.5
71980e8c,Mills-Dixon,,23758 Lori Viaduct,East Alfred,PA,94766,139,208.5
71980ec8,Martinez-Meyer,Andy Bernard,3281 Frank Villages Suite 831,North Davidshire,WA,6843,71.7,107.6
71980f7a,Patton Group,,8247 Howard Dale Suite 289,Lake Yolanda,TX,56313,47,70.6
71981046,Abbott-Murray,Stanley Hudson,39366 Thompson Plaza Apt. 877,Normanborough,KS,11322,97,149.5
71981076,Harris PLC,Dwight Schrute,126 Williams Crossroad,South Stevenmouth,IN,54673,94.4,141.6
719810b4,Koch-Foster,Ryan Howard,217 Brandi Park,New Annchester,FL,78301,40.4,60.6
7.20E+09,Roberts-Morgan,Dwight Schrute,4607 William Locks,Petershire,SC,17644,37.3,55.9
7198111e,Walsh-Alvarado,Ryan Howard,64889 Joseph Summit Apt. 680,Rodgersside,TX,91900,62,93
7198115c,"Campbell, Ellis and Ramirez",Phyllis Vance,14557 Lee Corners,Williamton,WY,29019,82.5,123.7
7198118c,"Arroyo, Saunders and Baker",Andy Bernard,59493 Mccoy Trace Suite 596,Rossburgh,CA,98966,43,64.4
719811ca,"Strong, Benson and Peck",Andy Bernard,05381 Ryan Squares Suite 499,Brownhaven,ND,73738,57.8,86.7
719811fa,"Clark, Guerra and Reeves",Kevin Malone,31708 Jeffery Parkway,East Tanyaview,IA,28565,126.7,190.1
7198122e,Evans Group,Stanley Hudson,32979 Jennifer Pike Suite 126,Tapiaview,AZ,27508,90.6,135.9
7198127e,Turner-Benson,Stanley Hudson,4996 William Trail Apt. 821,Johnnymouth,UT,48876,29.9,44.9
719812ba,Lopez and Sons,Ryan Howard,5872 Gill Parkways Apt. 069,New Codyhaven,NC,96372,42.6,63.9
719812ec,Washington-Arnold,Pam Beesly,86095 Keith Forge,New Kayla,WA,62076,75,112.5
71981328,Singleton-Rogers,Phyllis Vance,20452 Daniel Groves,Howellfort,WY,65786,129.9,194.9
7198135a,Krueger-Walker,Stanley Hudson,62366 Brennan Shores,Jenniferton,ND,42194,150.7,226.1
7198138c,Beltran Inc,Michael Scott,78893 Barbara Burg Suite 579,New Ashley,NY,69686,111.8,167.6
719813c8,"Morales, Martin and Huff",Andy Bernard,58474 Wong Place Apt. 300,North Michaelside,NM,79993,120,179.9
719813fa,Johnson LLC,Dwight Schrute,222 Carlos Green Apt. 007,East Fredport,OR,35820,72.5,112.5
71981436,Fisher-Russell,Ryan Howard,734 Miller Square,Amandaport,KY,87612,33.8,50.7
71981468,"Allen, Wood and Stanley",Creed Patton,7843 Robert Mission Apt. 301,Williamsmouth,NY,75931,96.5,144.8
719814a4,Hernandez-Brown,Michael Scott,383 Tran Garden Suite 625,West Jeremy,AK,80386,140,210
719814d8,Patton and Sons,Stanley Hudson,761 Jose Station Suite 224,Lake Matthewchester,UT,7446,94.8,142.2
71981512,"Lewis, Johnston and Williams",,908 Aaron Plaza Suite 308,East Adam,MA,42247,93,144.5
71981546,Coffey-Zimmerman,Dwight Schrute,416 Angela Causeway Suite 658,North Robinville,LA,12447,59.2,88.8
71981576,"Palmer, Jackson and Warren",Dwight Schrute,35359 Trevino Locks,Alvarezland,GA,61389,72.4,108.6
719815b4,Hernandez-Mcdaniel,Stanley Hudson,13963 Williams Common Suite 795,East Debra,AR,19427,78.7,118.1
71981686,Curtis-Olsen,Stanley Hudson,84978 Kelli Via Apt. 387,Khanmouth,NH,72564,54.7,82.1
719816c0,"Sims, Parker and Watkins",,94934 Wade Shoals,West Sean,NJ,97793,95,142.5
719816f4,"White, Kennedy and Mason",Dwight Schrute,56694 Jacqueline Ways Apt. 380,Obrienmouth,MI,49628,154.6,231.9
71981724,Washington-Santos,Andy Bernard,156 Donna Ridges Apt. 254,Patrickview,WV,8836,25,37.5
719817ba,Cochran LLC,,78083 Schmidt Lakes Apt. 597,West Mollyberg,NH,73435,191.7,287.6
719817f6,Anthony-Oconnor,,776 Williams Crescent,Michaelfurt,OR,2810,100.4,150.6
71981828,Smith Ltd,Ryan Howard,3172 Patrick Junction,West Timothyport,DE,70929,48,72
71981864,Gutierrez-Singh,Dwight Schrute,639 Thomas Orchard,Lake Meghanport,WI,25971,66.3,99.4
71981898,"Flowers, Riley and Buck",,13066 Powell Springs,Port Amandaville,OH,23764,71.7,107.6
719818d2,"Green, Miller and Nichols",Stanley Hudson,235 Nicholson Forge,South Louismouth,WV,41118,49.6,74.4
71981906,Nelson-Walker,Dwight Schrute,627 Bennett Harbor Apt. 620,Monicaland,PA,82837,160.9,241.4
71981940,Fields-Curtis,Creed Patton,056 Williams Harbor Apt. 346,West Emily,ID,33743,32.2,48.3
71981974,Mclean Group,Kevin Malone,28118 Jimenez Underpass Apt. 654,West Stephanie,ID,79421,78.7,118.1
719819a4,Espinoza-Hernandez,Phyllis Vance,1753 Christopher Plains,Henryport,FL,78360,40.5,60.8
7.20E+07,Dawson-Sanchez,Phyllis Vance,588 William Walks,North William,KS,805,75,112.5
71981a12,"Olson, Mejia and Lewis",Phyllis Vance,023 Johns Mission,Patriciaton,WY,6719,249.9,374.9
71981a46,"Arroyo, Saunders and Baker",Andy Bernard,59493 Mccoy Trace Suite 596,Rossburgh,CA,98966,300,450
71981a80,"Lopez, James and Cowan",Kevin Malone,23566 Rodriguez Pass,Port Patrickview,GA,61182,48.9,73.4
71981ab4,Powell-Moore,,22849 Robinson Orchard,North Reneehaven,MS,10752,33.7,50.6
71981ae4,Arroyo-Herrera,,808 Ricky Ways,Brownville,IL,70624,138.3,207.5
71981b1e,Jackson-Sawyer,Creed Patton,44939 Riley Extensions Apt. 773,Sarahfort,PA,95859,34.5,51.8
71981b52,"Murphy, Contreras and Lam",Dwight Schrute,3262 Vincent Corners Apt. 363,South Michaelberg,IL,47625,109.7,164.6
71981b8c,"Stewart, Grimes and Porter",,2429 Mcintyre Stream,Nicholasland,RI,73895,33.7,50.6
71981bc0,Lucas-Olson,Andy Bernard,0316 Heather Crescent Suite 146,North Melissachester,LA,85095,55.1,82.6
71981bf4,"Washington, Hughes and Williams",,22762 Rose Tunnel Suite 494,West Lauren,ID,13152,125,187.5
71981c2e,"Lewis, Ferrell and Morgan",,7591 Natalie Terrace,Cherylborough,MI,72182,63,94.5
71981c62,Peck-Wood,Dwight Schrute,8386 Brenda Mountains Apt. 706,West John,AK,81328,72,108
71981c92,"Johns, Murphy and Jensen",Michael Scott,994 Allison Village,Port Jeremy,OR,3182,180,270
71981ccc,Franklin-Taylor,Stanley Hudson,3955 Nathan Mall,Schultzshire,VA,97918,200,300
71981d00,Tran-Lamb,Dwight Schrute,20150 Bowers Streets Suite 307,Weavermouth,NY,66543,129.7,194.6
71981d3a,"Hughes, Avery and Smith",Ryan Howard,7882 Adam Overpass,North David,MS,63863,135,202.5
71981d6e,"Norris, Park and Jones",Kevin Malone,3952 Holloway Fort,South Teresastad,MI,57590,51.5,77.3
71981da8,Alvarez-Gonzalez,Andy Bernard,33650 Reilly Mount Apt. 005,Emilyborough,PA,46858,171.5,257.3
71981ddc,Barnes-Bell,,81075 Briggs Islands,East Laceychester,IL,40792,51,76.5
71981e0c,"Ortiz, Williams and Shelton",Pam Beesly,44255 Franco Hills,East Carrieville,AK,93870,104.5,156.8
71981e4a,Waters PLC,Kevin Malone,11592 Williams Roads,Donnachester,ND,80900,153.3,230
71981e7a,Randall Ltd,Andy Bernard,0462 Vasquez Glens,Lake Nicole,ND,79588,75,112.5
71981eae,Castro and Sons,,43213 Gary Landing Apt. 505,New Garyview,MO,87243,109.9,164.9
71981ee8,Meza-Mata,Meredith Palmer,4097 Vincent Summit,Brittneychester,CA,13334,63,94.5
71981f1c,Wyatt and Sons,Kevin Malone,04012 Rosales Lodge,Billymouth,IL,10961,65,97.5
71981f58,Brown-Mcdonald,Phyllis Vance,6011 Wiley Lane,Adamston,PA,40005,71.1,106.7
71981f8a,Webb Group,Dwight Schrute,664 Debbie Island Suite 921,Heatherfort,PA,40025,104.9,157.4
71981fc6,"Randall, Anderson and Perez",Michael Scott,81198 Dudley Garden Suite 581,Lake Maryburgh,MN,87967,45,67.5
71981ff8,Frazier Inc,Creed Patton,4032 Gomez Causeway Suite 984,Loriview,WV,8872,86.2,129.4
71982028,"Lopez, Garza and Collins",Andy Bernard,115 Medina Trace,New Jesse,MN,4853,187.5,281.2
71982066,"Luna, Young and Gomez",,162 Rachael Mission,South Jonbury,DE,88467,114.9,172.4
71982098,Santana PLC,Phyllis Vance,4697 Johnson Mountains,Rodrigueztown,GA,94366,66.8,102.7
719820d4,Morris-Johnson,,42184 Jade Well Apt. 982,Christopherbury,KS,58291,54.2,81.3
71982106,Mckay PLC,Dwight Schrute,1135 Heather Bridge,Coleland,ND,10170,70,105
71982138,"Porter, Patterson and Morris",Ryan Howard,02723 Parsons Wall Suite 877,East Erinshire,ME,10290,119.6,179.3
71982174,Scott-Fisher,Stanley Hudson,55950 Stephanie Motorway,Kimhaven,WA,59442,133.6,200.4
719821a6,Bell LLC,Michael Scott,9144 Eric Streets,East Rachel,MN,67358,78.4,117.6
7.20E+07,Park-Ortiz,Creed Patton,1138 Jeffery Trail Suite 494,East Edwardborough,AL,78150,165,247.5
71982214,"Keller, Coleman and Ramos",Dwight Schrute,95057 Collins Tunnel Apt. 075,Port Joshua,IL,95636,115.5,173.2
71982246,Anderson-Adkins,,982 Lori Shoals Suite 247,Lake Catherine,WI,23596,146.6,219.9
71982282,Mullins-Stone,Andy Bernard,6954 Stevens Ranch,Fullerchester,MO,10469,34.4,51.6
719822b4,Chambers-Scott,Andy Bernard,1858 Gonzalez Lights,Randyville,MI,51531,102.5,157.4
7.20E+11,Wilson-Howard,,6309 Jackson Walk Apt. 143,South Erinstad,OH,61390,159.9,239.9
71982322,Jordan Group,,0692 Smith Crest Apt. 367,East Timothyside,KY,13019,169.2,253.7
71982354,Mathis Ltd,Creed Patton,080 Thomas Corner Apt. 418,Port Molly,KY,32353,175,262.4
71982390,Williams PLC,Andy Bernard,91837 Blair Radial Apt. 911,West Amber,DE,33408,41,61.5
719823c2,Baker-Hopkins,Michael Scott,7147 Donald Station,East James,SC,40293,33.4,50.1
719823fe,Carr-Lee,Dwight Schrute,4763 Stefanie Manor Suite 416,Kimberlyside,AL,28260,70.2,105.3
71982430,Williams and Sons,Dwight Schrute,522 Denise Light,South Greg,OK,29771,82.5,123.8
7198246c,"Reilly, Mcfarland and Jones",,25244 Mills Passage,Gomezhaven,MD,52664,80,120
7198249e,Whitney-Gonzales,Creed Patton,085 Day Street,East Catherine,CO,24983,145,217.5
719824d0,Harvey Inc,Stanley Hudson,1452 Sara Loop,Lake Samuelborough,FL,50159,54.3,81.5
71982528,Brown and Sons,Kevin Malone,49898 Harrison Camp Apt. 744,North Jacqueline,IN,10965,68,102
71982566,Bell Ltd,Andy Bernard,94102 Samuel Manor,Shafferchester,SC,81440,73.3,109.9
71982598,Ferguson LLC,,4128 James Course Suite 919,Port Williamshire,OR,23127,63.8,95.7
719825d4,Figueroa-Williams,Andy Bernard,16487 Larry Motorway,Michaelfort,MD,64795,75,112.5
71982606,Harris-Wright,Creed Patton,83699 Wilson Walk,Port Shane,VT,33224,100,150
71982642,"Reed, Houston and White",Kevin Malone,8740 Melvin Gardens,Lake Johnberg,MD,77990,129.6,194.4
71982674,Stokes Inc,Andy Bernard,576 Cole Common Suite 827,East Connie,VT,15998,33.4,50.1
719826b0,Phillips-Osborne,Stanley Hudson,443 Jonathan Locks,West Angela,CT,40857,19.3,29
7.20E+07,"Davis, Howell and Montgomery",Ryan Howard,147 Nichols Cliffs Apt. 642,Olsonfort,UT,28836,169.2,253.7
7198271e,Anderson Ltd,,0604 Martinez Expressway,Port Timothy,ME,17081,164.7,247
71982750,Hernandez Ltd,Phyllis Vance,186 Matthew Flat Apt. 762,New Melissa,WV,26321,40.4,60.6
71982782,"Flowers, Gomez and Welch",Creed Patton,81835 Christopher Loop,Gomeztown,RI,53737,60,89.9
719827be,Leach Ltd,Stanley Hudson,436 Turner Valley,North Diana,AK,11565,73.3,110
719827fa,"White, Sosa and Moon",,80787 Young Green Suite 040,Lake Tyler,ID,16249,105,157.5
7198282c,"Moore, Delacruz and Brown",Stanley Hudson,622 Anderson Mountains,New Joshuaberg,NV,51171,233.1,349.6
7198285e,Cook LLC,Andy Bernard,20979 Ellis Vista Suite 813,Tylertown,AR,75576,79.4,119.1
71982962,Vargas-Caldwell,Stanley Hudson,90984 Carter Lake Apt. 705,Lake Summer,MN,86664,170,255
7198299e,"Donaldson, Williams and Mack",Michael Scott,23742 Philip Isle,Mannfurt,RI,67643,150,225
719829d0,Lindsey-Parks,Phyllis Vance,01429 Johnny Branch Suite 377,Tylerberg,NC,19719,147.5,221.3
71982a0c,"Oneal, Brewer and Salazar",Dwight Schrute,238 Robinson Fords,Leefort,WY,88285,85,127.5
71982a3e,Nelson Inc,,8991 Collins Ranch Suite 411,Leeside,NC,7791,200,299.9
71982a7a,Scott LLC,Kevin Malone,84537 Brenda Burgs Apt. 302,Cassidyburgh,AZ,21275,109.8,164.8
71982ab6,Bell LLC,Ryan Howard,9144 Eric Streets,East Rachel,MN,67358,74.7,112.1
71982ae8,Gallegos-Powers,,1074 Christensen Parks,Scottburgh,WA,3045,110.3,165.5
71982b24,Robinson PLC,,7481 Mitchell Tunnel Apt. 136,West Lisa,FL,47273,234.8,352.2
71982b58,Mcdowell Ltd,Andy Bernard,50405 Ethan Points Suite 795,Douglasfort,MI,73100,184.9,277.4
71982b92,"Miller, Ward and Schmitt",Ryan Howard,17376 Jason Park,Bridgesview,MN,51992,38.4,57.6
71982bcc,"Lewis, Schaefer and Davidson",,605 Santos Squares Suite 083,Jamestown,WV,35425,68.7,103
71982c00,Dawson LLC,Andy Bernard,991 Christopher Trail Suite 154,Lawrencebury,UT,78224,47.5,71.3
71982c3a,Nunez-Bruce,,147 Patel Via,Lake Saraport,TN,11879,47.5,71.3
71982c78,Barnes Group,Pam Beesly,010 Robinson Locks,West Wesleymouth,AR,50142,72.1,111.9
71982cb4,Edwards and Sons,Creed Patton,2151 Barnes Gateway Suite 748,Lake Erica,PA,94199,147.5,221.3
71982ce6,Moore Inc,Andy Bernard,0517 Phillips Trail,Lake Michael,IA,10182,79.4,125.1
71982d22,Weeks-Perry,Stanley Hudson,75642 Brandon View,South Christopherport,MI,72519,94.8,142.2
71982d68,Johnson LLC,Andy Bernard,222 Carlos Green Apt. 007,East Fredport,OR,35820,112.9,169.4
71982dc2,Burke Group,Stanley Hudson,8006 Robert Lake Suite 855,West Laurenport,CA,5413,34.1,51.2
7.20E+12,Lynn-Anderson,Ryan Howard,822 Eric Freeway Suite 046,New Emilyborough,NH,67574,55,82.5
7.20E+50,"Baxter, Smith and Harrison",Andy Bernard,325 Hanson Summit Apt. 964,Laurafort,WY,84962,88.3,137.4
7.20E+80,Huff-Riley,Andy Bernard,8419 Brittany Trail Suite 570,Leemouth,OH,5947,90,135
71982eb4,Foster-Jackson,Ryan Howard,901 Gary Tunnel Suite 325,Douglasport,AR,35728,11.3,17
71982eee,Clayton-Jones,Stanley Hudson,560 Leah Park,Port Coryfurt,DE,61670,33.7,50.6
71982f28,Garcia Inc,Ryan Howard,29298 Guzman Mall,New Leslie,OR,24866,94.9,142.4
71982f5c,Warren Inc,Stanley Hudson,33664 Wayne Plains,New Sharon,SD,18786,125,187.5
71982f98,"Alexander, Weiss and Nelson",Andy Bernard,713 Galloway Well,Port Stephanie,AL,69999,76.2,114.3
71982fd4,Lewis-Richardson,Michael Scott,120 Alicia Islands,Port Kevin,NE,31179,35,52.5
71983006,"Hughes, Avery and Smith",Kevin Malone,7882 Adam Overpass,North David,MS,63863,43.4,65.1
71983042,Keith-Howard,Andy Bernard,2235 Sabrina Underpass,South Keithmouth,AL,53026,70.2,105.3
7198309c,"Arroyo, Saunders and Baker",Stanley Hudson,59493 Mccoy Trace Suite 596,Rossburgh,CA,98966,48.4,72.6
7.20E+07,Tran-Li,Andy Bernard,679 Loretta Landing,North Tracychester,NE,77456,175,262.5
71983134,Andrews and Sons,Dwight Schrute,762 Jeremy Road Suite 337,East Tiffanyhaven,TX,2917,125,187.5
7198318c,"Ortiz, Williams and Shelton",Stanley Hudson,44255 Franco Hills,East Carrieville,AK,93870,272.9,409.4
719831dc,"Newman, Williams and Brown",,33034 Amy Inlet,Alexisside,OK,98570,53.3,80
7198322c,"Walker, Wilson and Mays",,0997 Jones Court,Port Saraberg,CT,81308,50,75
71983274,"Zuniga, Davis and Moore",Dwight Schrute,2856 Thomas Drives Apt. 207,North Pamelabury,WA,45753,105,157.5
719832d8,Wilson-Andrews,,98641 Peck Spur Suite 485,Lake Wendy,NC,72088,140,210
71983326,Foster PLC,Ryan Howard,56101 Todd Rest Suite 702,Jamesborough,TN,4113,146.7,220
719833ee,Russo-Owens,Michael Scott,4208 Cisneros Parkway,West Markhaven,PA,66001,217.7,326.6
71983498,Hernandez Ltd,Andy Bernard,186 Matthew Flat Apt. 762,New Melissa,WV,26321,67.5,101.3
71983524,Leach and Sons,,329 Anna Corners Suite 763,Edwardschester,NM,21660,112.5,168.8
7198359c,"Houston, Moore and Savage",Michael Scott,229 House Freeway Apt. 691,New Robertside,KS,89101,95,142.5
719835f6,Jackson Inc,Kevin Malone,456 James Ranch,Joneschester,KS,73431,49.9,74.9
71983678,"Mason, Cook and Black",,30688 Carroll Trail,New Davidview,NC,41722,19.6,29.4
7198370c,"Clark, Bailey and Reyes",Andy Bernard,38766 Brett Junction Apt. 670,North Chelsea,ID,23319,33.7,50.6
71983934,Freeman Inc,Dwight Schrute,8399 Kevin Street Suite 749,Margaretfurt,DE,41405,78.7,118.1
71983aa6,"Moon, Jackson and Blackburn",Dwight Schrute,33283 Jesse Valley Suite 066,North Brandonland,MO,80568,53.7,80.6
7198403a,"Goodwin, Cook and Baker",Pam Beesly,2362 Lucero Village,Port Carolynview,KS,37101,82.5,123.8
719843d4,"White, Kennedy and Mason",,56694 Jacqueline Ways Apt. 380,Obrienmouth,MI,49628,129.9,194.9
