brand,product_id,product_name,department,price_category,listing_price,sale_price,discount,revenue
Adidas,B37680,WOMEN'S ADIDAS ORIGINALS DEERUPT SHOES,Women,Competitve,99.99,49.99,0.5,1259.75
Adidas,CG6270,Women's adidas Originals NMD_R1 Primeknit Shoes,Women,Competitve,139.99,69.99,0.5,3905.44
Adidas,CQ2031,Women's ADIDAS ORIGINALS NMD_R1 STLT PK SHOES,Women,Premium,159.99,79.99,0.5,1583.8
Adidas,CG6037,Women's adidas Originals I-5923 Shoes,Women,Competitve,119.99,59.99,0.5,1835.69
Adidas,EF3539,Unisex adidas Originals Continental Vulc Shoes,Unisex,Competitve,65.99,39.59,0.4,2066.6
Adidas,EE4919,Unisex adidas Originals Marathon Tech Shoes,Unisex,Competitve,119.99,71.99,0.4,4924.12
Adidas,FU9349,Women's adidas Originals NMD_R1 Shoes,Women,Competitve,129.99,129.99,0.0,11231.14
Adidas,CL9960,Women's adidas Outdoor Mode Sandals,Women,Economy,24.99,12.49,0.5,562.05
Adidas,CL9968,Women's adidas Outdoor Elevate 2018 Sandals,Women,Economy,27.99,16.79,0.4,0.0
Adidas,F33805,Women's adidas Originals Arkyn Shoes,Women,Competitve,119.99,59.99,0.5,539.91
Adidas,EE6031,Men's adidas Originals Supercourt Shoes,Men,Competitve,75.99,45.59,0.4,492.37
Adidas,BC0033,WOMEN'S ADIDAS SPORT INSPIRED CLOUDFOAM ULTIMATE SHOES,Women,Competitve,65.99,32.99,0.5,1781.46
Adidas,EE7030,Women's adidas Originals POD-S3.1 Shoes,Women,Competitve,119.99,71.99,0.4,3628.3
Adidas,EE4923,Unisex adidas Originals Marathon Tech Shoes,Unisex,Competitve,129.99,77.99,0.4,5615.28
Adidas,EE6089,Unisex adidas Originals Skateboarding 3MC Shoes,Unisex,Competitve,59.99,35.99,0.4,1619.55
Adidas,EE6108,Unisex adidas Originals Skateboarding Adi-Ease Shoes,Unisex,Competitve,59.99,35.99,0.4,4210.83
Adidas,CQ2460,Women's adidas originals TUBULAR SHADOW SHOES,Women,Competitve,89.99,44.99,0.5,7369.36
Adidas,B37681,WOMEN'S ADIDAS ORIGINALS SWIFT RUN SHOES,Women,Competitve,75.99,45.59,0.4,7139.39
Adidas,CQ2035,Women's ADIDAS ORIGINALS SWIFT RUN PK SHOES,Women,Competitve,99.99,49.99,0.5,3509.3
Adidas,CG6618,Women's adidas Originals Sambarose Shoes,Women,Competitve,99.99,49.99,0.5,3689.26
Adidas,FV3667,Women's adidas Originals Supercourt RX Shoes,Women,Competitve,139.99,139.99,0.0,9827.3
Adidas,CQ2044,WOMEN'S ADIDAS ORIGINALS EVERYN SHOES,Women,Competitve,79.99,39.99,0.5,5758.56
Adidas,FW9617,Women's adidas Originals Sambarose Shoes,Women,Competitve,79.99,79.99,0.0,1727.78
Adidas,CM4692,Women's adidas Running Cyberg 1.0 Shoes,Women,Economy,37.99,37.99,0.0,0.0
Adidas,B44619,Women's adidas Sport Inspired Courtset Shoes,Women,Economy,49.99,29.99,0.4,3022.99
Adidas,CP9514,WoMen's adidas TRAINING CRAZYMOVE TR SHOES,Women,Competitve,59.99,24.0,0.6,3758.4
Adidas,FV6058,Men's Running Duramo 2.0 Shoes,Men,Economy,49.99,34.99,0.3,4093.83
Adidas,G27720,Women's adidas Originals Continental 80 Shoes,Women,Competitve,79.99,39.99,0.5,1799.55
Adidas,CQ2333,Men's adidas Originals Nizza Shoes,Men,Competitve,59.99,35.99,0.4,1749.11
Adidas,FV6057,Men's Running Duramo 2.0 Shoes,Men,Economy,49.99,34.99,0.3,6172.24
Adidas,FV6056,Men's adidas Running Duramo 2.0 Shoes,Men,Economy,49.99,34.99,0.3,4156.81
Adidas,EE5521,Men's adidas Originals Gazelle Shoes,Men,Competitve,79.99,47.99,0.4,3541.66
Adidas,B37974,WOMEN'S ADIDAS ORIGINALS I-5923 SHOES,Women,Competitve,119.99,59.99,0.5,8962.51
Adidas,BD7575,Women's adidas Originals Arkyn Shoes,Women,Competitve,119.99,59.99,0.5,9286.45
Adidas,EE7026,Men's adidas Originals POD-S3.1 Shoes,Men,Competitve,119.99,71.99,0.4,6479.1
Adidas,EE6256,Men's adidas Originals Lxcon 94 Shoes,Men,Competitve,119.99,71.99,0.4,8941.16
Adidas,CM4548,Men's adidas Sport Inspired Glenn M Shoes,Men,Economy,24.99,17.49,0.3,1605.58
Adidas,G54050,Women's adidas Originals Hypersleek Shoes,Women,Competitve,99.99,49.99,0.5,6028.79
Adidas,CI1741,Men's adidas RUNNING Stardrift Low Shoes,Men,Economy,49.99,20.0,0.6,3564.0
Adidas,EE6660,Men's adidas Originals Stan Smith Shoes,Men,Competitve,109.99,65.99,0.4,1662.95
Adidas,EE7243,Men's adidas Originals Yung-96 Shoes,Men,Competitve,79.99,47.99,0.4,863.82
Adidas,EE6668,Men's adidas Originals Yung-96 Shoes,Men,Competitve,109.99,65.99,0.4,475.13
Adidas,EE5086,Men's adidas Originals NMD_R1 Shoes,Men,Competitve,129.99,77.99,0.4,11511.32
Adidas,CM0027,Men's adidas Outdoor Terrex CMTK Shoes,Men,Economy,49.99,29.99,0.4,377.87
Adidas,EF8973,Men's adidas Originals Yung-96 Chasm Trail Shoes,Men,Competitve,89.99,53.99,0.4,5539.37
Adidas,G28940,MEN'S ADIDAS ORIGINALS MICROPACER X R1 SHOES,Men,Premium,189.99,76.0,0.6,9576.0
Adidas,CJ8059,MEN'S ADIDAS RUNNING LEGUS SHOES,Men,Competitve,59.99,29.99,0.5,3076.97
Adidas,CI9941,men's ADIDAS RUNNING KIVARO SHOES,Men,Economy,45.99,22.99,0.5,2400.16
Adidas,CL4158,Men's adidas Sport Inspired Drogo Shoes,Men,Economy,26.99,18.89,0.3,2584.15
Adidas,BB3293,Women's adidas TRAINING CrazyMove Studio LOW - SHOES,Women,Economy,47.99,19.2,0.6,2833.92
Adidas,EE5640,Men's adidas Originals Sobakov P94 Shoes,Men,Competitve,75.99,45.59,0.4,820.62
Adidas,CM0063,Men's adidas Swim Stabile Slippers,Men,Economy,12.99,7.79,0.4,729.14
Adidas,CL9946,Men's adidas Outdoor Fassar Sandals,Men,Economy,27.99,16.79,0.4,997.33
Adidas,CM0071,Men's adidas Toe Side II Slippers,Men,Economy,12.99,7.79,0.4,911.43
Adidas,CM0051,Men's adidas Swim Salon Slippers,Men,Economy,14.99,8.99,0.4,16.18
Adidas,CM0087,Men's adidas Swimming Eezay 2019 Slippers,Men,Economy,14.99,8.99,0.4,485.46
Adidas,CM0048,Men's adidas Swim Salon Slippers,Men,Economy,14.99,8.99,0.4,1537.29
Adidas,CM0062,Men's adidas Swim Stabile Slippers,Men,Economy,12.99,7.79,0.4,420.66
Adidas,G28449,Men's adidas Running Edge Flex Shoes,Men,Competitve,79.99,39.99,0.5,3383.15
Adidas,CM0086,Men's adidas Swimming Eezay 2019 Slippers,Men,Economy,14.99,8.99,0.4,1165.1
Adidas,CM0067,Men's adidas Swim Bise Slippers,Men,Economy,14.99,8.99,0.4,275.09
Adidas,CL7559,Men's adidas Sport Inspired Lyrid Slip-ons,Men,Economy,45.99,22.99,0.5,2731.21
Adidas,CJ7994,MEN'S ADIDAS RUNNING RYZO SHOES,Men,Economy,45.99,22.99,0.5,2565.68
Adidas,CM0059,Men's adidas Swim Ozor III Slippers,Men,Economy,12.99,7.79,0.4,84.13
Adidas,CL7462,Men's adidas Sport Inspired Zeta 2.0 Shoes,Men,Economy,45.99,22.99,0.5,2358.77
Adidas,CK9680,Men's adidas Running Puaro Shoes,Men,Economy,49.99,24.99,0.5,3058.78
Adidas,CM0024,Men's adidas Outdoor Tell Path 19 Shoes,Men,Economy,39.99,23.99,0.4,2634.1
Adidas,CL9924,Men's adidas Outdoor Hoist Light Sandals,Men,Economy,29.99,17.99,0.4,2946.76
Adidas,F34564,Men's adidas Sports Inspired Lite Racer CLN Shoes,Men,Economy,45.99,22.99,0.5,2441.54
Adidas,CJ7972,MEN'S ADIDAS RUNNING NAYO 2.0 SHOES,Men,Competitve,52.99,26.49,0.5,3337.74
Adidas,CL7283,Men's adidas Running Sedna Shoes,Men,Economy,42.99,21.49,0.5,3171.92
Adidas,CK9465,Men's adidas Sport Inspired Quickspike Shoes,Men,Economy,39.99,19.99,0.5,1691.15
Adidas,EE9514,Men's adidas Sport Inspired Kaptir Shoes,Men,Competitve,79.99,39.99,0.5,5974.51
Adidas,CM0047,Men's adidas Swim Gladi 19 Slippers,Men,Economy,15.99,9.59,0.4,776.79
Adidas,G27026,Men's adidas Originals Yung-1 Shoes,Men,Competitve,109.99,76.99,0.3,4296.04
Adidas,F36338,Men's adidas Sport Inspired Questar Rise Sock Shoes,Men,Competitve,59.99,29.99,0.5,3832.72
Adidas,CJ8077,MEN'S ADIDAS RUNNING NEPTON 1.0 SHOES,Men,Economy,49.99,24.99,0.5,2204.12
Adidas,CM0028,Men's adidas Outdoor Terrex CMTK Shoes,Men,Economy,49.99,29.99,0.4,2375.21
Adidas,CL9939,Men's adidas Terra Sport 19 Sandals,Men,Economy,32.99,19.79,0.4,997.42
Adidas,CM0056,Men's adidas Swim Ozor III Slippers,Men,Economy,12.99,7.79,0.4,434.68
Adidas,CL9916,Men's adidas Outdoor Spry II Sandals,Men,Economy,27.99,16.79,0.4,2145.76
Adidas,CL9950,Men's adidas Outdoor Echo Sandals,Men,Economy,27.99,16.79,0.4,483.55
Adidas,EE9973,Women's adidas Sport Inspired Kaptir X Shoes,Women,Competitve,75.99,45.59,0.4,6647.02
Adidas,CL7359,Men's adidas Running Hellion Z Shoes,Men,Economy,32.99,16.49,0.5,712.37
Adidas,BB7614,Men's adidas Running Fluidcloud Neutral Shoes,Men,Competitve,59.99,29.99,0.5,1835.39
Adidas,CL9965,Men's adidas Outdoor Elevate 2018 Sandals,Men,Economy,27.99,16.79,0.4,60.44
Adidas,CQ1176,men's ADIDAS SKATEBOARDING SEELEY VULCANIZED SHOES,Men,Competitve,75.99,37.99,0.5,5538.94
Adidas,CL9913,Men's adidas Bentton II Sandals,Men,Economy,24.99,14.99,0.4,1591.94
Adidas,EE8115,Women's adidas Sports Inspired Court Adapt Shoes,Women,Competitve,59.99,35.99,0.4,777.38
Adidas,EE7497,Women's adidas Sport Inspired Advantage Shoes,Women,Competitve,59.99,35.99,0.4,4340.39
Adidas,F97209,MEN'S ADIDAS ORIGINALS TEMPER RUN SHOES,Men,Competitve,119.99,59.99,0.5,8854.52
Adidas,EE8114,Women's adidas Sports Inspired Court Adapt Shoes,Women,Competitve,59.99,35.99,0.4,64.78
Adidas,CM0046,Men's adidas Swim Gladi 19 Slippers,Men,Economy,15.99,9.59,0.4,1450.01
Adidas,EF0133,Women's adidas Sport Inspired Farm Rio Advantage Shoes,Women,Competitve,59.99,35.99,0.4,6413.42
Adidas,EE9969,Women's adidas Sport Inspired Kaptir X Shoes,Women,Competitve,75.99,45.59,0.4,6072.59
Adidas,EG8062,Men's adidas Originals Rivalry Low Shoes,Men,Competitve,75.99,53.19,0.3,4308.39
Adidas,EE9867,Women's adidas Sports Inspired Netpoint Shoes,Women,Competitve,65.99,39.59,0.4,997.67
Adidas,EE6187,Women's adidas Originals Adilette Slides,Women,Economy,39.99,23.99,0.4,259.09
Adidas,EF1037,Women's adidas Sport Inspired Advantage Bold Shoes,Women,Competitve,59.99,35.99,0.4,1554.77
Adidas,EE9833,Women's adidas Sport Inspired Court 80s Shoes,Women,Competitve,59.99,35.99,0.4,4469.96
Adidas,EE9835,Women's adidas Sport Inspired Court 80s Shoes,Women,Competitve,59.99,35.99,0.4,64.78
Adidas,B96508,WOMEN'S ADIDAS ORIGINALS ARKYN PRIMEKNIT SHOES,Women,Competitve,119.99,59.99,0.5,9934.34
Adidas,AQ1136,WOMEN'S ADIDAS ORIGINALS NMD_CS1 PRIMEKNIT SHOES,Women,Competitve,149.99,74.99,0.5,8773.83
Adidas,CQ2029,WOMEN'S ADIDAS ORIGINALS NMD_R1 STLT PRIMEKNIT SHOES,Women,Premium,159.99,79.99,0.5,7631.05
Adidas,EE9862,Women's adidas Sports Inspired Netpoint Shoes,Women,Competitve,65.99,39.59,0.4,2137.86
Adidas,EE8325,Women's adidas Sport Inspired Courtset Shoes,Women,Economy,49.99,29.99,0.4,2537.15
Adidas,BY2976,Women's ADIDAS ORIGINALS STAN SMITH CUTOUT shoes,Women,Competitve,109.99,44.0,0.6,2059.2
Adidas,EE9970,Women's adidas Sport Inspired Kaptir X Shoes,Women,Competitve,75.99,45.59,0.4,246.19
Adidas,EE9840,Women's adidas Sport Inspired Court 80s Shoes,Women,Competitve,55.99,33.59,0.4,1995.25
Adidas,EF0130,Women's adidas Sport Inspired Farm Rio Advantage Shoes,Women,Competitve,59.99,35.99,0.4,4146.05
Adidas,F34882,Women's adidas Running Cosmic 2 Shoes,Women,Competitve,59.99,29.99,0.5,2159.28
Adidas,CQ2042,WOMEN'S ADIDAS ORIGINALS EVERYN SHOES,Women,Competitve,79.99,39.99,0.5,3815.05
Adidas,EF0135,Women's adidas Sport Inspired Farm Rio Advantage Shoes,Women,Competitve,59.99,35.99,0.4,777.38
Adidas,AQ1141,WOMEN'S ADIDAS ORIGINALS EVERYN SHOES,Women,Competitve,79.99,32.0,0.6,3916.8
Adidas,BD8017,Women's adidas Originals NMD_R1 Primeknit Shoes,Women,Competitve,139.99,69.99,0.5,251.96
Adidas,EF1036,Women's adidas Sport Inspired Advantage Bold Shoes,Women,Competitve,59.99,35.99,0.4,5636.03
Adidas,FV3914,Women's adidas Originals Continental 80 Shoes,Women,Competitve,89.99,89.99,0.0,13606.49
Adidas,B28041,WOMEN'S ADIDAS ORIGINALS SUPERSTAR 80S NEW BOLD SHOES,Women,Competitve,89.99,44.99,0.5,4130.08
Adidas,B37534,WOMEN'S ADIDAS ORIGINALS EQT SUPPORT PRIMEKNIT 2/3 SHOES,Women,Competitve,99.99,49.99,0.5,7288.54
Adidas,EF1899,Women's adidas Originals Sleek Super Zip Shoes,Women,Competitve,89.99,53.99,0.4,5247.83
Adidas,EE5615,Women's adidas Originals Nizza Shoes,Women,Competitve,59.99,35.99,0.4,5506.47
Adidas,CQ2034,Women's ADIDAS ORIGINALS SWIFT RUN PK SHOES,Women,Competitve,99.99,49.99,0.5,1349.73
Adidas,EF4457,Women's adidas Originals Haiwee Shoes,Women,Competitve,75.99,75.99,0.0,7112.66
Adidas,CQ2530,Women's adidas ORIGINALS I-5923 RUNNER SHOES,Women,Competitve,119.99,59.99,0.5,5831.03
Adidas,EE8220,Women's adidas Sport Inspired Lite Racer CLN Shoes,Women,Economy,45.99,27.59,0.4,2632.09
Adidas,EE5182,Women's adidas Originals NMD_R1 Shoes,Women,Competitve,129.99,77.99,0.4,8001.77
Adidas,AW4212,Women's adidas Sport Inspired Courtset Shoes,Women,Economy,49.99,34.99,0.3,3023.14
Adidas,CG6025,Women's adidas Originals I-5923 Shoes,Women,Competitve,119.99,59.99,0.5,9178.47
Adidas,EE5175,Women's adidas Originals NMD_R1 Shoes,Women,Competitve,129.99,77.99,0.4,9686.36
Adidas,CG6142,Women's adidas Originals Swift Run Shoes,Women,Competitve,79.99,39.99,0.5,3239.19
Adidas,EE5917,Women's adidas Originals Nite Jogger Shoes,Women,Competitve,129.99,77.99,0.4,11090.18
Adidas,EE5567,Women's adidas Originals Continental 80 Shoes,Women,Competitve,79.99,47.99,0.4,6996.94
Adidas,DA8966,WOMEN'S ADIDAS PUREBOOST X TRAINER 3.0 SHOES,Women,Competitve,99.99,49.99,0.5,1979.6
Adidas,EE4679,Women's adidas Originals Sambarose Shoes,Women,Competitve,79.99,47.99,0.4,1468.49
Adidas,F34751,Women's adidas Sports Inspired Daily 2.0 Shoes,Women,Economy,49.99,24.99,0.5,3013.79
Adidas,EE4682,Women's adidas Originals Sambarose Shoes,Women,Competitve,79.99,47.99,0.4,7860.76
Adidas,F36389,Women's adidas by Stella Mccartney PureBoost Trainer Shoes,Women,Competitve,149.99,74.99,0.5,1889.75
Adidas,CK9720,Women's adidas Sport Inspired Arcadeis Shoes,Women,Economy,42.99,21.49,0.5,2359.6
Adidas,CG3527,Women's ADIDAS TRAINING PUREBOOST X TRAINER 3.0 SHOES,Women,Competitve,119.99,59.99,0.5,2051.66
Adidas,EF3533,Unisex adidas Originals Continental Vulc Shoes,Unisex,Competitve,65.99,39.59,0.4,1639.03
Adidas,CK9728,Women's adidas Running Hyperon Shoes,Women,Economy,29.99,14.99,0.5,2293.47
Adidas,BB7218,WOMEN'S ADIDAS PUREBOOST TRAINER SHOES,Women,Competitve,109.99,54.99,0.5,9205.33
Adidas,BB2270,Women's adidas ORIGINALS SUPERSTAR BOOST Low Shoes,Women,Competitve,119.99,48.0,0.6,6739.2
Adidas,BB7235,Women's adidas Training Solar LT Trainers,Women,Competitve,75.99,37.99,0.5,3487.48
Adidas,BB7231,WOMEN'S ADIDAS TRAINING SOLAR LT TRAINERS,Women,Competitve,75.99,37.99,0.5,1025.73
Adidas,BB7219,WOMEN'S ADIDAS PUREBOOST TRAINER SHOES,Women,Competitve,109.99,54.99,0.5,5345.03
Adidas,CL4155,Men's adidas Sport Inspired Shoes,Men,Economy,26.99,18.89,0.3,340.02
Adidas,EE5876,Women's adidas Originals Forest Grove Shoes,Women,Competitve,65.99,39.59,0.4,285.05
Adidas,EE5303,Men's adidas Originals FYW S-97 Shoes,Men,Competitve,129.99,77.99,0.4,3790.31
Adidas,EE4938,Men's adidas Originals I-5923 Shoes,Men,Competitve,119.99,71.99,0.4,11791.96
Adidas,EE5179,Women's adidas Originals NMD_R1 Shoes,Women,Competitve,129.99,77.99,0.4,11651.71
Adidas,BZ0632,Men's adidas ORIGINALS NMD_XR1 ADVENTURE SHOES,Men,Premium,169.99,68.0,0.6,9302.4
Adidas,CM4550,Men's adidas Sport Inspired Glenn M Shoes,Men,Economy,24.99,17.49,0.3,94.45
Adidas,CL9934,Men's adidas Outdoor Hoist Sandals,Men,Economy,29.99,17.99,0.4,1392.43
Adidas,CL7379,Men's adidas Running Norad Shoes,Men,Economy,49.99,29.99,0.4,4534.49
Adidas,CL9919,Men's adidas Outdoor Adipu 2019 Sandals,Men,Economy,29.99,17.99,0.4,2849.62
Adidas,G27860,MEN'S ADIDAS ORIGINALS MARATHON X 5923 SHOES,Men,Competitve,129.99,64.99,0.5,11113.29
Adidas,CJ3412,Women's adidas running KIVARO shoes,Women,Economy,45.99,22.99,0.5,413.82
Adidas,CL7631,Men's adidas Sport Inspired Drogo Shoes,Men,Economy,26.99,18.89,0.3,3128.18
Adidas,CL7273,Men's adidas Sport Inspired Syan Shoes,Men,Economy,49.99,29.99,0.4,161.95
Adidas,CL7630,Men's adidas Sport Inspired Drogo Shoes,Men,Economy,26.99,18.89,0.3,1496.09
Adidas,EE9848,Men's adidas Running EnergyFalcon Shoes,Men,Competitve,69.99,41.99,0.4,755.82
Adidas,CL7617,Men's adidas Running Supervega Shoes,Men,Economy,39.99,23.99,0.4,1813.64
Adidas,BB9775,MEN'S ADIDAS SPORT INSPIRED LITE RACER SHOES,Men,Economy,39.99,23.99,0.4,43.18
Adidas,B37343,MEN'S ADIDAS ORIGINALS NEIGHBORHOOD I-5923 SHOES,Men,Premium,179.99,89.99,0.5,8423.06
Adidas,G28225,Men's adidas Originals By Alexander Wang B-Ball Shoes,Men,Premium,219.99,109.99,0.5,3761.66
Adidas,DB3539,Men's adidas Originals POD-S3.1 Shoes,Men,Competitve,139.99,69.99,0.5,11086.42
Adidas,G26777,MEN'S ADIDAS ORIGINALS RISING STAR X R1 SHOES,Men,Premium,159.99,79.99,0.5,3743.53
Adidas,CJ0081,men's ADIDAS RUNNING NEBULAR 1.0 SHOES,Men,Economy,45.99,22.99,0.5,455.2
Adidas,EE8333,Men's adidas Sport Inspired Questar Rise Shoes,Men,Competitve,69.99,41.99,0.4,4610.5
Adidas,CQ1175,men's ADIDAS SKATEBOARDING SEELEY VULCANIZED SHOES,Men,Competitve,75.99,37.99,0.5,2256.61
Adidas,DA9306,Men's adidas Sport Inspired Cloudfoam Racer TR Shoes,Men,Competitve,59.99,35.99,0.4,2720.84
Adidas,F36163,Men's Running Galaxy 4 Shoes,Men,Competitve,59.99,47.99,0.2,2764.22
Adidas,CL7411,Men's adidas Sport Inspired Storm Runner Shoes,Men,Economy,45.99,22.99,0.5,2276.01
Adidas,CL7444,Men's adidas Running Kyris 4.0 Shoes,Men,Economy,42.99,21.49,0.5,773.64
Adidas,EE7879,Men's adidas Sport Inspired Grand Court Shoes,Men,Competitve,65.99,39.59,0.4,1140.19
Adidas,EE9676,Men's adidas Sport Inspired Court 80s Shoes,Men,Competitve,59.99,35.99,0.4,3563.01
Adidas,EE7600,Women's adidas Sport Inspired Caflaire Shoes,Women,Competitve,55.99,33.59,0.4,2539.4
Adidas,EF0128,Men's adidas Sport Inspired Grand Court Shoes,Men,Competitve,65.99,39.59,0.4,5273.39
Adidas,EG3489,Men's Sport Inspired Phosphere Shoes,Men,Competitve,69.99,55.99,0.2,4635.97
Adidas,CM4733,Men's adidas Running Remit Shoes,Men,Economy,45.99,36.79,0.2,3774.65
Adidas,CM0025,Men's adidas Outdoor Tell Path 19 Shoes,Men,Economy,39.99,23.99,0.4,2979.56
Adidas,CM4734,Men's Running Remit Shoes,Men,Economy,45.99,36.79,0.2,2185.33
Adidas,CM4736,Men's adidas Running Remit Shoes,Men,Economy,45.99,36.79,0.2,2052.88
Adidas,CM4865,Men's Running Kollide Shoes,Men,Economy,47.99,38.39,0.2,5389.96
Adidas,CM4909,Men's adidas Running Spurt Shoes,Men,Economy,39.99,31.99,0.2,1209.22
Adidas,CM4664,Men's adidas Running Dubbers Shoes,Men,Economy,45.99,36.79,0.2,1456.88
Adidas,CM4798,Men's adidas Running Victriox Shoes,Men,Economy,39.99,31.99,0.2,5470.29
Adidas,CM4972,Men's adidas Running Zeta 2.0 Shoes,Men,Economy,45.99,36.79,0.2,4105.76
Adidas,EG8063,Men's adidas Originals Rivalry Low Shoes,Men,Competitve,75.99,53.19,0.3,2393.55
Adidas,CM4799,Men's adidas Running Victriox Shoes,Men,Economy,39.99,31.99,0.2,2303.28
Adidas,CM4665,Men's adidas Running Dubbers Shoes,Men,Economy,45.99,36.79,0.2,331.11
Adidas,CM4908,Men's adidas Running Spurt Shoes,Men,Economy,39.99,31.99,0.2,5643.04
Adidas,CM4666,Men's adidas Running Dubbers Shoes,Men,Economy,45.99,36.79,0.2,331.11
Adidas,CM4973,Men's adidas Running Zeta 2.0 Shoes,Men,Economy,45.99,36.79,0.2,2913.77
Adidas,CM4632,Men's Running Runstar Shoes,Men,Competitve,55.99,44.79,0.2,3224.88
Adidas,CM4647,Men's adidas Running Bound Shoes,Men,Economy,49.99,39.99,0.2,5182.7
Adidas,CM4868,Men's Running Kollide Shoes,Men,Economy,47.99,38.39,0.2,2073.06
Adidas,CM4646,Men's adidas Running Bound Shoes,Men,Economy,49.99,39.99,0.2,4174.96
Adidas,CM4718,Men's Running Dectron Shoes,Men,Competitve,52.99,42.39,0.2,6485.67
Adidas,CM4693,Men's adidas Running Dracon Shoes,Men,Economy,39.99,31.99,0.2,2303.28
Adidas,CM4904,Men's adidas Running Spurt Shoes,Men,Economy,39.99,31.99,0.2,5182.38
Adidas,CM4774,Men's adidas Running Erish Shoes,Men,Economy,42.99,34.39,0.2,2104.67
Adidas,CM4617,Men's Sport Inspired Blaze Runner Shoes,Men,Competitve,55.99,44.79,0.2,4272.97
Adidas,CM4935,Men's adidas Running Stargon 1.0 Shoes,Men,Economy,47.99,38.39,0.2,1451.14
Adidas,CM4755,Men's adidas Running Pull On Shoes,Men,Economy,47.99,38.39,0.2,5942.77
Adidas,EF1224,Unisex adidas Running Alphabounce+ Shoes,Unisex,Competitve,99.99,59.99,0.4,5939.01
Adidas,D96450,Women's adidas Training Alphabounce Trainer Shoes,Women,Competitve,95.99,47.99,0.5,1814.02
Adidas,CM4618,Men's adidas Sport Inspired Blaze Runner Shoes,Men,Competitve,55.99,44.79,0.2,4756.7
Adidas,AQ0886,WOMEN'S ADIDAS ORIGINALS TUBULAR SHADOW CK SHOES,Women,Competitve,79.99,39.99,0.5,2951.26
Adidas,B28068,WOMEN'S ADIDAS ORIGINALS FLB_RUNNER SHOES,Women,Competitve,69.99,34.99,0.5,3841.9
Adidas,CQ2618,Women's ADIDAS ORIGINALS COURTVANTAGE VULCANIZED SHOES,Women,Competitve,69.99,34.99,0.5,2960.15
Adidas,CM4694,Men's adidas Running Dracon Shoes,Men,Economy,39.99,31.99,0.2,5124.8
Adidas,FV4049,Women's adidas Originals Falcon Shoes,Women,Competitve,109.99,109.99,0.0,18412.33
Adidas,G27721,WOMEN'S ADIDAS ORIGINALS CONTINENTAL 80 SHOES,Women,Competitve,79.99,39.99,0.5,4750.81
Adidas,BD7791,Women's adidas Originals NMD_CS1 Primeknit Shoes,Women,Competitve,149.99,74.99,0.5,9178.78
Adidas,FV4329,Women's adidas Originals Rivalry Low Shoes,Women,Competitve,109.99,109.99,0.0,5741.48
Adidas,FV4057,Women's adidas Originals Sambarose Shoes,Women,Competitve,109.99,109.99,0.0,13264.79
Adidas,FV4044,Women's adidas Originals Stan Smith Shoes,Women,Competitve,109.99,109.99,0.0,18412.33
Adidas,FV4325,Women's adidas Originals Sambarose Shoes,Women,Competitve,109.99,109.99,0.0,13858.74
Adidas,FV4331,Women's adidas Originals Rivalry Low Shoes,Women,Competitve,109.99,109.99,0.0,5345.51
Adidas,FV4359,Women's adidas Originals Magmur Runner Shoes,Women,Competitve,119.99,119.99,0.0,3671.69
Adidas,FV4319,Women's adidas Originals Sambarose Shoes,Women,Competitve,109.99,109.99,0.0,989.91
Adidas,FV3700,Women's adidas Originals Supercourt RX Shoes,Women,Competitve,129.99,129.99,0.0,19654.49
Adidas,FV4318,Women's adidas Originals Falcon Shoes,Women,Competitve,109.99,109.99,0.0,14650.67
Adidas,CG6130,Women's adidas Originals Swift Run Shoes,Women,Competitve,79.99,39.99,0.5,71.98
Adidas,CG4050,Women's adidas Sport Inspired Duramo Lite 2.0 Shoes,Women,Economy,47.99,23.99,0.5,1597.73
Adidas,FV4330,Women's adidas Originals Rivalry Low Shoes,Women,Competitve,109.99,109.99,0.0,1979.82
Adidas,FV4317,Women's adidas Originals Falcon Shoes,Women,Competitve,109.99,109.99,0.0,10295.06
Adidas,DB0444,WOMEN'S ADIDAS SPORT INSPIRED CLOUDFOAM RACER TR SHOES,Women,Competitve,55.99,27.99,0.5,3778.65
Adidas,F36255,Men's adidas Sport Inspired Questar Flow Shoes,Men,Competitve,69.99,34.99,0.5,4156.81
Adidas,B96474,WOMEN'S ADIDAS SPORT INSPIRED ULTIMAMOTION SHOES,Women,Competitve,55.99,27.99,0.5,1360.31
Adidas,B37530,WOMEN'S ADIDAS ORIGINALS EQT SUPPORT SOCK PRIMEKNIT SHOES,Women,Competitve,99.99,49.99,0.5,8638.27
Adidas,B37528,WOMEN'S ADIDAS ORIGINALS EQT SUPPORT SOCK PRIMEKNIT SHOES,Women,Competitve,99.99,49.99,0.5,8548.29
Adidas,FV4350,Women's adidas Originals Magmur Runner Shoes,Women,Competitve,119.99,119.99,0.0,8639.28
Adidas,B44830,WOMEN'S ADIDAS SPORT INSPIRED QUESTAR RIDE SHOES,Women,Competitve,65.99,32.99,0.5,5166.23
Adidas,B37942,WOMEN'S ADIDAS ORIGINALS CAMPUS SHOES,Women,Competitve,79.99,39.99,0.5,503.87
Adidas,B96551,WOMEN'S ADIDAS RUNNING PUREMOTION SHOES,Women,Competitve,59.99,29.99,0.5,4696.43
Adidas,B43884,WOMEN'S ADIDAS SPORT INSPIRED CLOUDFOAM ULTIMATE SHOES,Women,Competitve,65.99,32.99,0.5,118.76
