id,show_name,clips_count,description,rating,episodes_count,genre,seasons_count
28109,gravity-falls,1,"Twin brother and sister Dipper and Mabel Pines are in for an unexpected adventure when they spend the summer with their great uncle in the mysterious town of Gravity Falls, Oregon. Upon their arrival, Dipper and Mabel's huckster great uncle, also known as Grunkle Stan, enlists the siblings' help in running The Mystery Shack, a fun tourist trap he owns that overcharges unsuspecting customers. Although Dipper and Mabel quickly discover The Mystery Shack itself is a hoax, they sense there is something strange about their new town and together they begin to unlock the secrets of Gravity Falls.",4.598782733,40,Animation and Cartoons,2
11266,mistresses-us,1,"A provocative yet sophisticated drama about four women and their love lives, their sex lives, their secrets, their lies, and above all, their friendship. From ABC Studios, and based on the hit BBC series of the same name, this is Executive Produced by Bob Sertner (""Revenge,"" ""No Ordinary Family""), KJ Steinberg (""Gilded Lilys,"" ""Gossip Girl"") and Rina Mimoun (""Privileged,"" ""Gilmore Girls""). ",4.28725664,52,Drama,4
19289,gotham,120,"Revealing an entirely new chapter that has never been told, in the rise of the great DC Comics Super-Villains and vigilantes, GOTHAM follows one cop, destined for greatness, as he navigates a dangerously corrupt city teetering between good and evil, and chronicles the birth of one of the most popular super heroes of our time.",4.613357996,5,Drama,1
2324,inuyasha,1,"Kagome is a modern high school girl who doesn't believe in the old myths and legends surrounding her grandfather's shrine. That is, until the day she falls into the shrine's well and into another time! In Japan's ancient past, Kagome joins the half demon Inuyasha on a quest to find the scattered shards of the Shikon Jewel, a gem so powerful that demons from across the land will do anything to get even a piece. Along the way they gain friends, battle enemies, and prepare to face their deadliest foe and rival for the Shikon Jewel--Naraku!",4.325406635,334,Anime,20
23481,clarence,77,"Clarence finds something amazing in just about everything. Discover the best that life has to offer--epic pinecone wars, backyard tree forts and the secret worlds beyond milk cartons--all through the eyes of Clarence and his friends, the unpredictable Sumo and overly-cautious Jeff.",3.34723817,77,Animation and Cartoons,9
20977,drake-and-josh,0,"While Drake is laid back and goes with the flow, Josh lives strictly by the rules! But when Josh's dad and Drake's mom get married, these two totally opposite boys become stepbrothers!",3.941895566,47,Kids,18
20969,hey-arnold,0,"Football-headed Arnold lives with his offbeat grandparents and pet pig in a boarding house inhabited by a bunch of eccentrics. With his best buddy Gerald, Arnold endures playground bullies, crushes, and everything else that comes with big-city life.",4.098780423,99,Animation and Cartoons,9
14114,east-los-high,34,"East Los High is a breakthrough Hulu Original that centers around romance, dance, and the struggle of a group of Latino teens living in East Los Angeles.",4.15686925,60,Drama,9
1349,sesame-street,7,"The beloved show ""Sesame Street"" combines education and entertainment to make a meaningful difference in children's lives. Besides teaching letters and numbers, ""Sesame Street"" fosters imagination, builds social skills, and models respect for people's differences, whether they're based in race, gender, ethnicity, googly eyes, or neon fur.",3.363741534,60,Kids,1
23170,casual,20,"From the Academy Award Nominated Director of “Up in the Air” and “Juno” comes Casual, a new comedy series about a bachelor brother and his newly divorced sister living under one roof again. Together, they coach each other through the crazy world of dating while raising her teenage daughter. Created by Zander Lehmann, Casual is executive produced by Jason Reitman, Zander Lehmann, Helen Estabrook, and Liz Tigelaar.",4.536517228,36,Comedy,7
16720,chicago-pd,66,"District 21 of the Chicago Police Department is made up of two distinctly different groups: The uniformed cops who patrol the beat and deal with street crimes, and the intelligence unit, the team that combats the city's major offenses, such as organized crime, drug trafficking and high-profile murders.",4.549655876,23,Drama,18
22751,ready-steady-wiggle,0,"Join The Wiggles - Anthony, Emma, Lachy and Simon - on an exciting new adventure during this new series featuring over 70 songs, including Wiggle classics and new material.",2.193160087,104,Kids,5
