District Name,Date,Number of accidents,Mild injuries,Serious injuries,Victims,Vehicles involved
Eixample,2017-06-07 00:00:00,9,11,0,11,18
Eixample,2017-06-08 00:00:00,13,12,0,12,26
Eixample,2017-06-09 00:00:00,12,10,0,10,23
Eixample,2017-06-10 00:00:00,12,14,0,14,23
Eixample,2017-06-11 00:00:00,3,3,0,3,5
Eixample,2017-06-12 00:00:00,14,15,0,15,29
Eixample,2017-06-13 00:00:00,12,13,0,13,23
Eixample,2017-06-14 00:00:00,11,11,1,12,20
Eixample,2017-06-15 00:00:00,9,16,0,16,17
Eixample,2017-06-16 00:00:00,16,18,0,18,27
Eixample,2017-06-17 00:00:00,4,2,0,2,9
Eixample,2017-06-18 00:00:00,2,5,0,5,4
Eixample,2017-06-19 00:00:00,14,24,0,24,27
Eixample,2017-06-20 00:00:00,10,12,0,12,21
Eixample,2017-06-21 00:00:00,7,8,0,8,14
Eixample,2017-06-22 00:00:00,8,11,0,11,16
Eixample,2017-06-23 00:00:00,13,11,0,11,23
Eixample,2017-06-24 00:00:00,2,1,0,1,4
Eixample,2017-06-25 00:00:00,1,2,0,2,1
Eixample,2017-06-26 00:00:00,8,10,0,10,17
Eixample,2017-06-27 00:00:00,12,19,0,19,23
Eixample,2017-06-28 00:00:00,9,9,0,9,16
Eixample,2017-06-29 00:00:00,9,11,0,11,19
Eixample,2017-06-30 00:00:00,16,18,0,18,34
Eixample,2017-07-01 00:00:00,4,5,0,5,9
Eixample,2017-07-02 00:00:00,3,4,0,4,13
Eixample,2017-07-03 00:00:00,11,10,0,10,17
Eixample,2017-07-04 00:00:00,13,13,0,13,26
Eixample,2017-07-05 00:00:00,20,27,0,27,41
Eixample,2017-07-06 00:00:00,8,7,0,7,16
Eixample,2017-07-07 00:00:00,12,16,0,17,22
Eixample,2017-07-08 00:00:00,4,4,0,4,8
Eixample,2017-07-09 00:00:00,3,2,0,2,7
Eixample,2017-07-10 00:00:00,11,10,1,11,23
Eixample,2017-07-11 00:00:00,11,12,0,12,21
Eixample,2017-07-12 00:00:00,15,17,0,17,30
Eixample,2017-07-13 00:00:00,16,17,1,18,30
Eixample,2017-07-14 00:00:00,2,1,0,1,4
Eixample,2017-07-15 00:00:00,5,6,0,6,10
Eixample,2017-07-16 00:00:00,4,4,0,4,7
Eixample,2017-07-17 00:00:00,16,18,0,18,33
Eixample,2017-07-18 00:00:00,13,18,0,18,24
Eixample,2017-07-19 00:00:00,14,15,0,15,28
Eixample,2017-07-20 00:00:00,12,15,0,15,23
Eixample,2017-07-21 00:00:00,11,18,0,18,22
Eixample,2017-07-22 00:00:00,6,7,0,7,11
Eixample,2017-07-23 00:00:00,4,10,0,10,8
Eixample,2017-07-24 00:00:00,8,12,0,12,14
Eixample,2017-07-25 00:00:00,13,17,2,19,26
Eixample,2017-07-26 00:00:00,9,12,0,12,15
Eixample,2017-07-27 00:00:00,10,14,0,14,21
Eixample,2017-07-28 00:00:00,12,14,0,14,26
Eixample,2017-07-29 00:00:00,3,3,0,3,6
Eixample,2017-07-30 00:00:00,7,13,2,15,17
Eixample,2017-07-31 00:00:00,4,3,0,3,8
Eixample,2017-08-01 00:00:00,3,4,0,4,6
Eixample,2017-08-02 00:00:00,9,9,0,9,17
Eixample,2017-08-03 00:00:00,11,12,0,12,20
Eixample,2017-08-04 00:00:00,10,13,0,13,21
Eixample,2017-08-05 00:00:00,5,5,0,5,9
Eixample,2017-08-06 00:00:00,4,5,0,5,8
Eixample,2017-08-07 00:00:00,8,10,0,10,17
Eixample,2017-08-08 00:00:00,4,4,0,4,8
Eixample,2017-08-09 00:00:00,10,11,0,11,18
Eixample,2017-08-10 00:00:00,13,16,0,16,23
Eixample,2017-08-11 00:00:00,9,11,0,11,17
Eixample,2017-08-12 00:00:00,6,9,0,9,14
Eixample,2017-08-13 00:00:00,4,7,0,7,8
Eixample,2017-08-14 00:00:00,7,10,0,10,14
Eixample,2017-08-15 00:00:00,5,5,0,5,10
Eixample,2017-08-16 00:00:00,10,13,0,13,20
Eixample,2017-08-17 00:00:00,4,4,0,4,8
Eixample,2017-08-18 00:00:00,8,9,0,9,15
Eixample,2017-08-19 00:00:00,5,8,0,8,11
Eixample,2017-08-20 00:00:00,2,1,1,2,4
Eixample,2017-08-21 00:00:00,2,6,0,6,4
Eixample,2017-08-22 00:00:00,7,9,0,9,14
Eixample,2017-08-23 00:00:00,7,7,0,7,10
Eixample,2017-08-24 00:00:00,10,11,0,11,21
Eixample,2017-08-25 00:00:00,7,7,0,7,14
Eixample,2017-08-26 00:00:00,2,2,0,2,4
Eixample,2017-08-27 00:00:00,4,4,0,4,7
Eixample,2017-08-28 00:00:00,5,4,0,4,11
Eixample,2017-08-29 00:00:00,5,6,0,6,9
Eixample,2017-08-30 00:00:00,7,8,0,8,14
Eixample,2017-08-31 00:00:00,14,16,0,16,27
Eixample,2017-09-01 00:00:00,6,8,0,8,13
Eixample,2017-09-02 00:00:00,8,13,0,13,16
Eixample,2017-09-03 00:00:00,3,3,0,3,7
Eixample,2017-09-04 00:00:00,3,4,0,4,6
Eixample,2017-09-05 00:00:00,5,5,0,5,16
Eixample,2017-09-06 00:00:00,6,7,0,7,12
Eixample,2017-09-07 00:00:00,8,7,0,7,14
Eixample,2017-09-08 00:00:00,7,9,0,9,14
Eixample,2017-09-09 00:00:00,2,2,0,2,3
Eixample,2017-09-10 00:00:00,3,3,0,3,6
Eixample,2017-09-11 00:00:00,2,3,0,3,5
Eixample,2017-09-12 00:00:00,12,15,0,15,27
Eixample,2017-09-13 00:00:00,6,8,0,8,12
Eixample,2017-09-14 00:00:00,7,5,1,6,13
Eixample,2017-09-15 00:00:00,5,7,0,7,9
Eixample,2017-09-16 00:00:00,2,6,0,6,4
Eixample,2017-09-17 00:00:00,4,7,0,7,6
Eixample,2017-09-18 00:00:00,11,13,0,13,19
Eixample,2017-09-19 00:00:00,11,11,0,12,19
Eixample,2017-09-20 00:00:00,7,11,0,11,13
Eixample,2017-09-21 00:00:00,5,5,0,5,11
Eixample,2017-09-22 00:00:00,10,9,1,10,18
Eixample,2017-09-23 00:00:00,5,10,0,10,9
Eixample,2017-09-24 00:00:00,9,11,0,11,14
Eixample,2017-09-25 00:00:00,2,2,0,2,4
Eixample,2017-09-26 00:00:00,13,15,0,15,22
Eixample,2017-09-27 00:00:00,8,9,0,9,14
Eixample,2017-09-28 00:00:00,5,5,0,5,10
Eixample,2017-09-29 00:00:00,11,12,1,13,23
Eixample,2017-09-30 00:00:00,8,6,0,6,16
Eixample,2017-10-01 00:00:00,4,4,0,4,7
Eixample,2017-10-02 00:00:00,11,10,0,10,21
Eixample,2017-10-03 00:00:00,8,11,0,11,14
Eixample,2017-10-04 00:00:00,13,14,0,14,27
Eixample,2017-10-05 00:00:00,6,6,0,6,12
Eixample,2017-10-06 00:00:00,10,12,0,12,18
Eixample,2017-10-07 00:00:00,6,8,0,8,11
Eixample,2017-10-08 00:00:00,1,1,0,1,2
Eixample,2017-10-09 00:00:00,12,14,0,14,25
Eixample,2017-10-10 00:00:00,9,10,0,10,17
Eixample,2017-10-11 00:00:00,8,11,0,11,16
Eixample,2017-10-12 00:00:00,7,9,0,9,19
Eixample,2017-10-13 00:00:00,5,6,0,6,11
Eixample,2017-10-14 00:00:00,3,2,0,2,5
Eixample,2017-10-15 00:00:00,4,3,1,4,6
Eixample,2017-10-16 00:00:00,11,12,1,13,21
Eixample,2017-10-17 00:00:00,12,15,0,15,22
Eixample,2017-10-18 00:00:00,17,16,0,16,33
Eixample,2017-10-19 00:00:00,19,21,0,21,34
Eixample,2017-10-20 00:00:00,12,11,1,12,25
Eixample,2017-10-21 00:00:00,8,8,0,8,15
Eixample,2017-10-22 00:00:00,4,7,0,7,8
Eixample,2017-10-23 00:00:00,7,7,0,7,12
Eixample,2017-10-24 00:00:00,9,10,0,10,18
Eixample,2017-10-25 00:00:00,10,9,0,9,20
Eixample,2017-10-26 00:00:00,4,4,0,4,9
Eixample,2017-10-27 00:00:00,13,16,1,17,26
Eixample,2017-10-28 00:00:00,5,5,1,7,9
Eixample,2017-10-29 00:00:00,3,4,0,4,6
Eixample,2017-10-30 00:00:00,10,9,0,9,18
Eixample,2017-10-31 00:00:00,8,10,0,10,14
Eixample,2017-11-01 00:00:00,5,5,0,5,12
Eixample,2017-11-02 00:00:00,8,8,0,8,15
Eixample,2017-11-03 00:00:00,8,8,0,8,16
Eixample,2017-11-04 00:00:00,12,15,0,15,22
Eixample,2017-11-05 00:00:00,6,5,2,7,9
Eixample,2017-11-06 00:00:00,4,4,0,4,6
Eixample,2017-11-07 00:00:00,10,13,0,13,18
Eixample,2017-11-08 00:00:00,7,8,0,8,14
Eixample,2017-11-09 00:00:00,11,12,0,12,19
Eixample,2017-11-10 00:00:00,15,22,0,22,32
Eixample,2017-11-11 00:00:00,8,8,0,8,13
Eixample,2017-11-12 00:00:00,6,7,1,8,10
Eixample,2017-11-13 00:00:00,9,11,0,11,14
Eixample,2017-11-14 00:00:00,9,12,0,12,17
Eixample,2017-11-15 00:00:00,13,15,0,15,25
Eixample,2017-11-16 00:00:00,10,11,0,11,19
Eixample,2017-11-17 00:00:00,12,14,0,14,21
Eixample,2017-11-18 00:00:00,10,20,1,21,23
Eixample,2017-11-19 00:00:00,6,6,0,6,14
Eixample,2017-11-20 00:00:00,10,10,0,10,20
Eixample,2017-11-21 00:00:00,10,14,0,14,17
Eixample,2017-11-22 00:00:00,16,18,0,18,31
Eixample,2017-11-23 00:00:00,7,12,0,12,14
Eixample,2017-11-24 00:00:00,16,17,0,17,31
Eixample,2017-11-25 00:00:00,15,15,0,15,28
Eixample,2017-11-26 00:00:00,7,6,2,8,10
Eixample,2017-11-27 00:00:00,12,13,0,13,21
Eixample,2017-11-28 00:00:00,15,16,1,17,30
Eixample,2017-11-29 00:00:00,16,17,0,17,35
Eixample,2017-11-30 00:00:00,17,22,2,24,33
Eixample,2017-12-01 00:00:00,15,18,0,18,30
Eixample,2017-12-02 00:00:00,6,7,0,7,12
Eixample,2017-12-03 00:00:00,7,9,0,9,12
Eixample,2017-12-04 00:00:00,13,14,0,14,25
Eixample,2017-12-05 00:00:00,11,15,0,15,21
Eixample,2017-12-06 00:00:00,5,7,0,7,10
Eixample,2017-12-07 00:00:00,3,3,0,3,6
Eixample,2017-12-08 00:00:00,2,2,0,2,4
Eixample,2017-12-09 00:00:00,2,3,0,3,4
Eixample,2017-12-10 00:00:00,1,1,0,1,2
Eixample,2017-12-11 00:00:00,10,11,1,12,17
Eixample,2017-12-12 00:00:00,9,10,0,10,21
Eixample,2017-12-13 00:00:00,11,13,0,13,22
Eixample,2017-12-14 00:00:00,7,9,0,9,20
Eixample,2017-12-15 00:00:00,12,12,1,13,23
Eixample,2017-12-16 00:00:00,10,12,0,12,20
Eixample,2017-12-17 00:00:00,2,1,0,1,4
Eixample,2017-12-18 00:00:00,12,16,0,16,22
Eixample,2017-12-19 00:00:00,13,12,0,12,27
Eixample,2017-12-20 00:00:00,10,10,0,10,22
Eixample,2017-12-21 00:00:00,5,5,0,5,10
Eixample,2017-12-22 00:00:00,7,6,0,6,14
Eixample,2017-12-23 00:00:00,6,5,0,5,11
Eixample,2017-12-24 00:00:00,4,4,0,4,7
Eixample,2017-12-25 00:00:00,1,1,0,1,2
Eixample,2017-12-26 00:00:00,5,9,0,9,11
Eixample,2017-12-27 00:00:00,10,12,0,12,23
Eixample,2017-12-28 00:00:00,7,10,0,10,13
Eixample,2017-12-29 00:00:00,5,6,0,6,9
Eixample,2017-12-30 00:00:00,6,6,0,6,11
Eixample,2017-12-31 00:00:00,3,3,0,3,5
Gràcia,2017-01-02 00:00:00,2,3,0,3,4
Gràcia,2017-01-04 00:00:00,3,2,0,2,3
Gràcia,2017-01-05 00:00:00,1,1,0,1,2
Gràcia,2017-01-06 00:00:00,1,1,0,1,1
Gràcia,2017-01-07 00:00:00,1,1,0,1,2
Gràcia,2017-01-09 00:00:00,2,2,0,2,5
Gràcia,2017-01-10 00:00:00,1,1,0,1,2
Gràcia,2017-01-11 00:00:00,1,2,0,2,2
Gràcia,2017-01-12 00:00:00,1,1,0,1,2
Gràcia,2017-01-13 00:00:00,2,2,0,2,4
Gràcia,2017-01-14 00:00:00,2,3,0,3,3
Gràcia,2017-01-15 00:00:00,2,2,0,2,3
Gràcia,2017-01-16 00:00:00,3,5,0,5,4
Gràcia,2017-01-17 00:00:00,2,2,0,2,3
Gràcia,2017-01-18 00:00:00,1,1,0,1,1
Gràcia,2017-01-19 00:00:00,2,2,0,2,4
Gràcia,2017-01-20 00:00:00,2,2,0,2,4
Gràcia,2017-01-23 00:00:00,2,2,0,2,4
Gràcia,2017-01-24 00:00:00,2,4,0,4,4
Gràcia,2017-01-25 00:00:00,2,2,0,2,3
Gràcia,2017-01-26 00:00:00,2,3,0,3,5
Gràcia,2017-01-27 00:00:00,1,1,0,1,2
Gràcia,2017-01-29 00:00:00,1,1,0,1,2
Gràcia,2017-01-30 00:00:00,4,3,0,3,5
Gràcia,2017-01-31 00:00:00,1,2,0,2,2
Gràcia,2017-02-01 00:00:00,3,3,0,3,6
Gràcia,2017-02-02 00:00:00,2,2,0,2,4
Gràcia,2017-02-03 00:00:00,1,1,0,1,1
Gràcia,2017-02-05 00:00:00,1,1,0,1,2
Gràcia,2017-02-08 00:00:00,3,3,0,3,5
Gràcia,2017-02-09 00:00:00,2,2,0,2,3
Gràcia,2017-02-11 00:00:00,1,1,0,1,1
Gràcia,2017-02-13 00:00:00,1,1,0,1,2
Gràcia,2017-02-14 00:00:00,1,1,0,1,2
Gràcia,2017-02-15 00:00:00,1,1,0,1,2
Gràcia,2017-02-16 00:00:00,1,2,0,2,2
Gràcia,2017-02-17 00:00:00,1,1,0,1,2
Gràcia,2017-02-18 00:00:00,1,1,0,1,2
Gràcia,2017-02-19 00:00:00,1,1,0,1,2
Gràcia,2017-02-20 00:00:00,1,1,0,1,4
Gràcia,2017-02-21 00:00:00,2,2,0,2,4
Gràcia,2017-02-23 00:00:00,3,3,0,3,6
Gràcia,2017-02-24 00:00:00,2,2,0,2,4
Gràcia,2017-02-25 00:00:00,1,1,0,1,2
Gràcia,2017-02-26 00:00:00,3,3,0,3,5
Gràcia,2017-02-28 00:00:00,1,1,0,1,2
Gràcia,2017-03-01 00:00:00,1,1,0,1,3
Gràcia,2017-03-03 00:00:00,2,4,0,4,4
Gràcia,2017-03-04 00:00:00,1,1,0,1,1
Gràcia,2017-03-05 00:00:00,1,3,0,3,2
Gràcia,2017-03-08 00:00:00,1,0,0,0,2
Gràcia,2017-03-09 00:00:00,2,2,0,2,4
Gràcia,2017-03-10 00:00:00,1,1,0,1,2
Gràcia,2017-03-12 00:00:00,1,0,0,0,1
Gràcia,2017-03-13 00:00:00,1,1,0,1,1
Gràcia,2017-03-14 00:00:00,3,3,0,3,5
Gràcia,2017-03-15 00:00:00,2,2,0,2,3
Gràcia,2017-03-16 00:00:00,3,4,0,4,6
Gràcia,2017-03-17 00:00:00,3,2,0,2,5
Gràcia,2017-03-19 00:00:00,1,1,0,1,2
Gràcia,2017-03-20 00:00:00,1,1,0,1,2
Gràcia,2017-03-21 00:00:00,2,2,0,2,3
Gràcia,2017-03-22 00:00:00,1,1,0,1,2
Gràcia,2017-03-23 00:00:00,1,1,0,1,2
Gràcia,2017-03-24 00:00:00,1,1,0,1,3
Gràcia,2017-03-25 00:00:00,1,1,0,1,2
Gràcia,2017-03-26 00:00:00,1,1,0,1,1
Gràcia,2017-03-27 00:00:00,1,0,0,0,2
Gràcia,2017-03-28 00:00:00,4,6,0,6,8
Gràcia,2017-03-29 00:00:00,1,0,1,1,1
Gràcia,2017-03-30 00:00:00,1,1,0,1,2
Gràcia,2017-03-31 00:00:00,2,2,0,2,4
Gràcia,2017-04-01 00:00:00,3,1,0,1,7
Gràcia,2017-04-02 00:00:00,1,1,0,1,2
Gràcia,2017-04-03 00:00:00,2,2,0,2,4
Gràcia,2017-04-04 00:00:00,3,1,0,1,8
Gràcia,2017-04-05 00:00:00,6,8,0,8,10
Gràcia,2017-04-06 00:00:00,1,1,0,1,2
Gràcia,2017-04-07 00:00:00,1,1,0,1,2
Gràcia,2017-04-09 00:00:00,2,3,0,3,2
Gràcia,2017-04-10 00:00:00,1,1,0,1,2
Gràcia,2017-04-12 00:00:00,2,2,0,2,4
Gràcia,2017-04-13 00:00:00,1,1,0,1,1
Gràcia,2017-04-15 00:00:00,1,1,0,1,2
Gràcia,2017-04-19 00:00:00,3,3,1,4,7
Gràcia,2017-04-20 00:00:00,1,1,0,1,2
Gràcia,2017-04-21 00:00:00,2,2,0,2,4
Gràcia,2017-04-22 00:00:00,1,1,0,1,2
Gràcia,2017-04-23 00:00:00,1,0,0,0,2
Gràcia,2017-04-25 00:00:00,1,1,0,1,2
Gràcia,2017-04-26 00:00:00,1,1,0,1,2
Gràcia,2017-04-27 00:00:00,2,2,0,2,4
Gràcia,2017-04-28 00:00:00,1,1,0,1,2
Gràcia,2017-04-29 00:00:00,2,2,0,2,3
Gràcia,2017-05-01 00:00:00,1,1,0,1,2
Gràcia,2017-05-02 00:00:00,2,3,0,3,4
Gràcia,2017-05-03 00:00:00,3,2,1,3,4
Gràcia,2017-05-04 00:00:00,2,0,0,0,3
Gràcia,2017-05-05 00:00:00,1,1,0,1,1
Gràcia,2017-05-06 00:00:00,1,1,0,1,1
Gràcia,2017-05-08 00:00:00,2,2,0,2,3
Gràcia,2017-05-09 00:00:00,3,3,0,3,6
Gràcia,2017-05-11 00:00:00,4,5,0,5,8
Gràcia,2017-05-12 00:00:00,4,5,0,5,10
Gràcia,2017-05-13 00:00:00,4,4,0,4,7
Gràcia,2017-05-14 00:00:00,3,1,1,2,5
Gràcia,2017-05-15 00:00:00,2,1,0,1,3
Gràcia,2017-05-16 00:00:00,1,0,0,0,2
Gràcia,2017-05-18 00:00:00,2,2,0,2,5
Gràcia,2017-05-19 00:00:00,2,4,0,4,5
Gràcia,2017-05-20 00:00:00,1,1,0,1,2
Gràcia,2017-05-22 00:00:00,3,5,0,5,5
Gràcia,2017-05-23 00:00:00,3,5,0,5,5
Gràcia,2017-05-24 00:00:00,1,0,0,0,1
Gràcia,2017-05-25 00:00:00,2,2,0,2,3
Gràcia,2017-05-26 00:00:00,3,3,0,3,6
Gràcia,2017-05-27 00:00:00,1,1,0,1,2
Gràcia,2017-05-28 00:00:00,2,2,0,2,4
Gràcia,2017-05-31 00:00:00,1,3,0,3,2
Gràcia,2017-06-01 00:00:00,3,4,0,4,5
Gràcia,2017-06-02 00:00:00,3,4,0,4,6
Gràcia,2017-06-06 00:00:00,1,1,0,1,1
Gràcia,2017-06-07 00:00:00,4,4,0,4,6
Gràcia,2017-06-08 00:00:00,2,0,0,0,3
Gràcia,2017-06-09 00:00:00,1,1,0,1,2
Gràcia,2017-06-12 00:00:00,2,4,0,4,5
Gràcia,2017-06-13 00:00:00,3,2,1,3,6
Gràcia,2017-06-14 00:00:00,5,3,0,3,10
Gràcia,2017-06-16 00:00:00,4,5,0,5,7
Gràcia,2017-06-17 00:00:00,1,1,0,1,1
Gràcia,2017-06-18 00:00:00,1,0,0,0,1
Gràcia,2017-06-20 00:00:00,3,3,0,3,4
Gràcia,2017-06-21 00:00:00,1,1,0,1,3
Gràcia,2017-06-23 00:00:00,1,1,0,1,2
Gràcia,2017-06-26 00:00:00,3,3,0,3,6
Gràcia,2017-06-27 00:00:00,3,3,0,3,7
Gràcia,2017-06-28 00:00:00,2,2,0,2,4
Gràcia,2017-06-29 00:00:00,3,4,0,4,5
Gràcia,2017-06-30 00:00:00,2,4,0,4,4
Gràcia,2017-07-02 00:00:00,1,1,0,1,2
Gràcia,2017-07-03 00:00:00,2,2,0,2,3
Gràcia,2017-07-04 00:00:00,2,2,0,2,4
Gràcia,2017-07-05 00:00:00,2,2,0,2,4
Gràcia,2017-07-06 00:00:00,2,2,0,2,3
Gràcia,2017-07-07 00:00:00,2,2,0,2,4
Gràcia,2017-07-09 00:00:00,2,2,0,2,3
Gràcia,2017-07-10 00:00:00,2,3,0,3,4
Gràcia,2017-07-11 00:00:00,4,5,0,5,5
Gràcia,2017-07-12 00:00:00,1,1,0,1,2
Gràcia,2017-07-13 00:00:00,2,3,0,3,4
Gràcia,2017-07-14 00:00:00,2,2,0,2,4
Gràcia,2017-07-15 00:00:00,1,1,0,1,1
Gràcia,2017-07-16 00:00:00,1,1,0,1,2
Gràcia,2017-07-17 00:00:00,2,2,0,2,3
Gràcia,2017-07-18 00:00:00,4,3,0,3,8
Gràcia,2017-07-19 00:00:00,2,3,0,3,2
Gràcia,2017-07-20 00:00:00,1,1,0,1,2
Gràcia,2017-07-21 00:00:00,5,7,0,7,9
Gràcia,2017-07-22 00:00:00,1,1,0,1,2
Gràcia,2017-07-23 00:00:00,1,2,0,2,1
Gràcia,2017-07-24 00:00:00,3,5,0,5,6
Gràcia,2017-07-25 00:00:00,2,0,0,0,2
Gràcia,2017-07-26 00:00:00,1,1,0,1,2
Gràcia,2017-07-27 00:00:00,1,1,0,1,2
Gràcia,2017-07-29 00:00:00,1,0,0,0,3
Gràcia,2017-07-30 00:00:00,1,2,0,2,2
Gràcia,2017-07-31 00:00:00,1,2,0,2,2
Gràcia,2017-08-01 00:00:00,2,4,0,4,4
Gràcia,2017-08-02 00:00:00,1,1,0,1,2
Gràcia,2017-08-03 00:00:00,1,1,0,1,1
Gràcia,2017-08-04 00:00:00,1,4,0,4,2
Gràcia,2017-08-05 00:00:00,4,4,0,4,9
Gràcia,2017-08-06 00:00:00,1,1,0,1,1
Gràcia,2017-08-07 00:00:00,1,2,0,2,2
Gràcia,2017-08-08 00:00:00,2,1,0,1,4
Gràcia,2017-08-12 00:00:00,1,1,0,1,1
Gràcia,2017-08-13 00:00:00,1,0,0,0,2
Gràcia,2017-08-15 00:00:00,1,2,0,2,2
Gràcia,2017-08-16 00:00:00,2,3,0,3,4
Gràcia,2017-08-17 00:00:00,3,2,2,4,6
Gràcia,2017-08-20 00:00:00,3,5,0,5,6
Gràcia,2017-08-21 00:00:00,1,2,0,2,3
Gràcia,2017-08-23 00:00:00,2,2,0,2,4
Gràcia,2017-08-26 00:00:00,2,2,0,2,4
Gràcia,2017-08-27 00:00:00,1,1,0,1,2
Gràcia,2017-08-28 00:00:00,3,3,0,3,5
Gràcia,2017-08-29 00:00:00,2,2,0,2,3
Gràcia,2017-08-30 00:00:00,1,1,1,2,2
Gràcia,2017-08-31 00:00:00,1,1,0,1,1
Gràcia,2017-09-03 00:00:00,1,1,0,1,2
Gràcia,2017-09-04 00:00:00,3,2,0,2,6
Gràcia,2017-09-05 00:00:00,2,5,0,5,5
Gràcia,2017-09-06 00:00:00,1,1,0,1,2
Gràcia,2017-09-08 00:00:00,1,1,0,1,3
Gràcia,2017-09-09 00:00:00,3,3,0,3,5
Gràcia,2017-09-12 00:00:00,3,3,0,3,7
Gràcia,2017-09-13 00:00:00,2,2,0,2,4
Gràcia,2017-09-14 00:00:00,3,2,0,2,4
Gràcia,2017-09-15 00:00:00,2,4,0,4,4
Gràcia,2017-09-16 00:00:00,1,1,0,1,1
Gràcia,2017-09-18 00:00:00,2,2,0,2,5
Gràcia,2017-09-19 00:00:00,4,3,0,3,7
Gràcia,2017-09-20 00:00:00,5,4,0,4,10
Gràcia,2017-09-21 00:00:00,3,6,0,6,8
Gràcia,2017-09-22 00:00:00,1,0,0,0,1
Gràcia,2017-09-24 00:00:00,2,2,0,2,3
Gràcia,2017-09-25 00:00:00,1,2,0,2,2
Gràcia,2017-09-26 00:00:00,3,5,0,5,5
Gràcia,2017-09-29 00:00:00,1,0,0,0,3
Gràcia,2017-10-01 00:00:00,2,2,0,2,3
Gràcia,2017-10-03 00:00:00,2,2,0,2,3
Gràcia,2017-10-08 00:00:00,3,1,0,1,11
Gràcia,2017-10-09 00:00:00,1,2,0,2,2
Gràcia,2017-10-10 00:00:00,5,3,0,3,9
Gràcia,2017-10-11 00:00:00,1,2,0,2,2
Gràcia,2017-10-13 00:00:00,3,4,0,4,4
Gràcia,2017-10-14 00:00:00,3,4,0,4,4
Gràcia,2017-10-16 00:00:00,3,5,0,5,5
Gràcia,2017-10-17 00:00:00,3,3,0,3,4
Gràcia,2017-10-18 00:00:00,6,6,0,6,9
Gràcia,2017-10-19 00:00:00,3,7,0,7,9
Gràcia,2017-10-20 00:00:00,3,3,0,3,6
Gràcia,2017-10-21 00:00:00,1,1,0,1,2
Gràcia,2017-10-22 00:00:00,1,1,0,1,1
Gràcia,2017-10-23 00:00:00,3,2,0,2,4
Gràcia,2017-10-24 00:00:00,2,1,0,1,4
Gràcia,2017-10-25 00:00:00,1,2,0,2,1
Gràcia,2017-10-26 00:00:00,2,2,1,3,3
Gràcia,2017-10-27 00:00:00,2,4,0,4,4
Gràcia,2017-10-29 00:00:00,2,1,1,2,3
Gràcia,2017-10-31 00:00:00,3,4,0,4,5
Gràcia,2017-11-01 00:00:00,1,1,0,1,2
Gràcia,2017-11-02 00:00:00,2,2,0,2,4
Gràcia,2017-11-03 00:00:00,1,1,0,1,2
Gràcia,2017-11-05 00:00:00,3,3,0,3,5
Gràcia,2017-11-06 00:00:00,1,1,0,1,2
Gràcia,2017-11-07 00:00:00,2,2,0,2,4
Gràcia,2017-11-08 00:00:00,3,2,0,2,7
Gràcia,2017-11-09 00:00:00,5,4,1,5,9
Gràcia,2017-11-10 00:00:00,2,2,0,2,3
Gràcia,2017-11-11 00:00:00,2,3,0,3,4
Gràcia,2017-11-12 00:00:00,1,2,0,2,2
Gràcia,2017-11-13 00:00:00,2,2,0,2,3
Gràcia,2017-11-16 00:00:00,3,3,0,3,6
Gràcia,2017-11-18 00:00:00,2,2,0,2,4
Gràcia,2017-11-21 00:00:00,1,1,0,1,2
Gràcia,2017-11-22 00:00:00,2,2,0,2,3
Gràcia,2017-11-23 00:00:00,1,1,1,2,1
Gràcia,2017-11-25 00:00:00,1,1,0,1,2
Gràcia,2017-11-27 00:00:00,2,2,0,2,3
Gràcia,2017-11-29 00:00:00,1,1,0,1,2
Gràcia,2017-11-30 00:00:00,3,4,0,4,6
Gràcia,2017-12-04 00:00:00,2,3,0,3,4
Gràcia,2017-12-05 00:00:00,2,2,0,2,4
Gràcia,2017-12-06 00:00:00,1,1,0,1,2
Gràcia,2017-12-07 00:00:00,2,2,0,2,2
Gràcia,2017-12-09 00:00:00,2,3,0,3,4
Gràcia,2017-12-11 00:00:00,2,2,0,2,5
Gràcia,2017-12-12 00:00:00,1,1,0,1,1
Gràcia,2017-12-13 00:00:00,2,1,0,1,3
Gràcia,2017-12-14 00:00:00,3,4,0,4,7
Gràcia,2017-12-15 00:00:00,2,3,0,3,4
Gràcia,2017-12-16 00:00:00,2,1,0,1,5
Gràcia,2017-12-18 00:00:00,4,5,0,5,6
Gràcia,2017-12-19 00:00:00,3,3,0,3,6
Gràcia,2017-12-20 00:00:00,1,1,0,1,2
Gràcia,2017-12-21 00:00:00,4,5,0,5,7
Gràcia,2017-12-22 00:00:00,2,2,0,2,3
Gràcia,2017-12-24 00:00:00,1,1,0,1,1
Gràcia,2017-12-26 00:00:00,3,2,0,2,5
Gràcia,2017-12-27 00:00:00,1,3,0,3,3
Gràcia,2017-12-28 00:00:00,2,2,0,2,5
Gràcia,2017-12-30 00:00:00,1,1,0,1,2
Gràcia,2017-12-31 00:00:00,1,0,0,0,1
Horta-Guinardó,2017-01-01 00:00:00,1,0,0,0,1
Horta-Guinardó,2017-01-02 00:00:00,2,4,0,4,3
Horta-Guinardó,2017-01-03 00:00:00,2,2,0,2,3
Horta-Guinardó,2017-01-04 00:00:00,1,1,0,1,2
Horta-Guinardó,2017-01-05 00:00:00,4,4,0,4,11
